ID Caso,Fecha de Audiencia,Tipo de Audiencia,Lugar
2948,2025-05-16,Intermedia,Palencia
2949,2026-05-24,Preliminar,Castellón
2950,2023-03-25,Juicio,Cádiz
2951,2026-03-20,Preliminar,Cantabria
2952,2025-06-03,Preliminar,Toledo
2953,2023-04-14,Juicio,Cuenca
2954,2026-04-25,Preliminar,Palencia
2955,2021-09-16,Intermedia,Cuenca
2956,2023-08-29,Intermedia,Baleares
2957,2024-12-06,Intermedia,Guadalajara
2958,2021-05-15,Juicio,Ciudad
2959,2025-07-28,Preliminar,Melilla
2960,2026-01-28,Preliminar,Sevilla
2961,2025-10-20,Preliminar,Las Palmas
2962,2025-06-06,Preliminar,Burgos
2963,2026-03-06,Preliminar,Tarragona
2964,2023-06-13,Intermedia,Alicante
2965,2024-08-16,Juicio,Almería
2966,2021-12-03,Intermedia,Girona
2967,2025-10-18,Preliminar,Barcelona
2968,2023-07-21,Intermedia,Vizcaya
2969,2022-10-22,Intermedia,Cádiz
2970,2025-08-25,Preliminar,Cádiz
2971,2021-09-03,Juicio,Valencia
2972,2025-12-29,Preliminar,Guadalajara
2973,2026-02-11,Preliminar,Guipúzcoa
2974,2024-10-02,Juicio,Palencia
2975,2025-11-08,Preliminar,Barcelona
2976,2022-05-17,Juicio,Soria
2977,2025-06-10,Preliminar,Cuenca
2978,2024-04-19,Intermedia,Huelva
2979,2025-10-25,Preliminar,Cantabria
2980,2025-06-22,Preliminar,Valencia
2981,2023-11-01,Intermedia,Huelva
2982,2024-12-10,Intermedia,La Coruña
2983,2023-05-04,Intermedia,Tarragona
2984,2023-09-15,Intermedia,Cuenca
2985,2025-02-09,Intermedia,Almería
2986,2026-01-26,Preliminar,Málaga
2987,2023-04-11,Intermedia,Pontevedra
2988,2025-07-16,Preliminar,Murcia
2989,2025-12-03,Preliminar,Pontevedra
2990,2022-02-03,Juicio,Granada
2991,2025-09-04,Preliminar,Ourense
2992,2026-02-19,Preliminar,Teruel
2993,2023-08-04,Juicio,Salamanca
2994,2024-10-20,Juicio,Valladolid
2995,2022-06-18,Intermedia,Huesca
2996,2023-03-31,Intermedia,Alicante
2997,2025-07-31,Preliminar,Burgos
2998,2021-04-24,Juicio,Navarra
2999,2024-05-28,Intermedia,Soria
3000,2025-12-30,Preliminar,Huesca
3001,2023-01-07,Juicio,Navarra
3002,2021-08-05,Juicio,Ciudad
3003,2024-09-21,Intermedia,Valencia
3004,2023-07-27,Juicio,Toledo
3005,2025-10-30,Preliminar,Guipúzcoa
3006,2020-11-12,Juicio,Cantabria
3007,2024-10-02,Intermedia,Las Palmas
3008,2022-10-27,Intermedia,Burgos
3009,2024-07-05,Juicio,Lugo
3010,2026-02-02,Preliminar,Castellón
3011,2023-02-19,Intermedia,Burgos
3012,2025-10-12,Preliminar,Melilla
3013,2023-03-06,Juicio,Soria
3014,2023-09-19,Intermedia,La Rioja
3015,2026-05-23,Preliminar,Albacete
3016,2024-01-03,Juicio,Jaén
3017,2025-01-20,Intermedia,Guipúzcoa
3018,2022-03-25,Juicio,Pontevedra
3019,2025-06-12,Preliminar,Álava
3020,2024-12-18,Intermedia,Toledo
3021,2024-05-07,Juicio,Málaga
3022,2025-09-04,Preliminar,Cantabria
3023,2026-05-01,Preliminar,Lugo
3024,2026-01-21,Preliminar,Cantabria
3025,2022-06-23,Juicio,León
3026,2026-04-17,Preliminar,Segovia
3027,2026-01-05,Preliminar,Pontevedra
3028,2023-03-03,Juicio,Granada
3029,2025-09-03,Preliminar,Toledo
3030,2024-10-19,Intermedia,Zamora
3031,2026-04-27,Preliminar,Segovia
3032,2022-04-02,Intermedia,Cáceres
3033,2023-01-23,Juicio,Zaragoza
3034,2026-01-14,Preliminar,Ciudad
3035,2025-09-27,Preliminar,Guadalajara
3036,2023-06-16,Juicio,León
3037,2021-11-17,Intermedia,Jaén
3038,2024-10-01,Intermedia,Jaén
3039,2024-04-02,Intermedia,Valladolid
3040,2022-01-16,Juicio,Santa Cruz de Tenerife
3041,2023-02-15,Juicio,Santa Cruz de Tenerife
3042,2025-11-05,Preliminar,Salamanca
3043,2023-04-26,Juicio,Segovia
3044,2024-09-24,Intermedia,Cuenca
3045,2023-09-09,Intermedia,Ciudad
3046,2025-11-16,Preliminar,Zaragoza
3047,2023-03-07,Juicio,Burgos
3048,2025-11-09,Preliminar,Valencia
3049,2025-08-19,Preliminar,Madrid
3050,2022-03-01,Juicio,Tarragona
3051,2025-06-17,Preliminar,Badajoz
3052,2024-11-19,Intermedia,Valencia
3053,2025-10-16,Preliminar,Huelva
3054,2023-03-11,Juicio,Barcelona
3055,2024-12-31,Juicio,La Rioja
3056,2025-05-24,Intermedia,Lugo
3057,2026-02-17,Preliminar,Alicante
3058,2025-01-04,Juicio,Cuenca
3059,2025-12-16,Preliminar,Salamanca
3060,2023-05-24,Intermedia,Huelva
3061,2024-07-13,Intermedia,Santa Cruz de Tenerife
3062,2021-07-07,Intermedia,Sevilla
3063,2023-10-11,Intermedia,Pontevedra
3064,2023-10-08,Juicio,Ceuta
3065,2023-12-21,Juicio,Cantabria
3066,2021-08-23,Juicio,Baleares
3067,2021-12-02,Juicio,Granada
3068,2024-03-26,Intermedia,Castellón
3069,2024-02-07,Intermedia,Castellón
3070,2023-11-15,Juicio,Palencia
3071,2024-04-14,Intermedia,Tarragona
3072,2023-03-30,Intermedia,Madrid
3073,2024-01-24,Intermedia,Ciudad
3074,2026-04-25,Preliminar,Segovia
3075,2023-08-14,Juicio,Cuenca
3076,2022-10-15,Juicio,Toledo
3077,2024-08-14,Intermedia,Córdoba
3078,2023-10-21,Intermedia,Pontevedra
3079,2022-07-09,Juicio,Ciudad
3080,2022-03-02,Intermedia,Cantabria
3081,2026-02-20,Preliminar,Navarra
3082,2024-08-07,Juicio,Las Palmas
3083,2023-03-22,Juicio,Cantabria
3084,2024-12-31,Intermedia,La Rioja
3085,2021-08-25,Juicio,Soria
3086,2026-05-23,Preliminar,Burgos
3087,2025-11-28,Preliminar,Granada
3088,2024-07-04,Juicio,Burgos
3089,2026-02-08,Preliminar,Valladolid
3090,2024-04-04,Intermedia,Ávila
3091,2021-01-06,Juicio,Barcelona
3092,2024-04-04,Juicio,Ávila
3093,2025-10-06,Preliminar,Ciudad
3094,2024-05-13,Intermedia,Asturias
3095,2025-02-25,Juicio,Las Palmas
3096,2023-11-12,Juicio,Madrid
3097,2021-10-25,Juicio,Palencia
3098,2023-10-13,Intermedia,Madrid
3099,2025-05-22,Intermedia,Almería
3100,2025-01-08,Intermedia,Almería
3101,2022-07-25,Juicio,Guipúzcoa
3102,2025-09-22,Preliminar,Soria
3103,2025-12-03,Preliminar,Málaga
3104,2026-04-23,Preliminar,Valladolid
3105,2026-04-21,Preliminar,Navarra
3106,2024-12-16,Intermedia,Girona
3107,2024-04-27,Intermedia,Cuenca
3108,2023-04-10,Juicio,Almería
3109,2024-09-10,Intermedia,Ceuta
3110,2025-05-21,Intermedia,Cádiz
3111,2026-04-17,Preliminar,Vizcaya
3112,2023-06-03,Juicio,Málaga
3113,2024-02-04,Juicio,Santa Cruz de Tenerife
3114,2024-11-04,Juicio,Madrid
3115,2022-06-19,Juicio,Navarra
3116,2025-03-24,Juicio,Castellón
3117,2024-08-18,Intermedia,Murcia
3118,2020-11-18,Juicio,Teruel
3119,2026-04-20,Preliminar,Teruel
3120,2022-05-25,Juicio,Guadalajara
3121,2023-02-05,Juicio,Madrid
3122,2021-09-13,Intermedia,La Rioja
3123,2025-12-11,Preliminar,Guadalajara
3124,2026-04-15,Preliminar,Segovia
3125,2025-10-27,Preliminar,Burgos
3126,2024-02-25,Juicio,Ávila
3127,2024-04-20,Juicio,Ciudad
3128,2023-10-09,Intermedia,Alicante
3129,2021-02-07,Juicio,Girona
3130,2026-05-04,Preliminar,Huesca
3131,2024-05-10,Intermedia,Guadalajara
3132,2024-05-18,Intermedia,Zaragoza
3133,2024-03-24,Intermedia,Murcia
3134,2021-08-20,Juicio,Burgos
3135,2026-04-28,Preliminar,Segovia
3136,2025-08-29,Preliminar,Cádiz
3137,2026-04-12,Preliminar,Madrid
3138,2024-01-13,Juicio,La Coruña
3139,2026-05-21,Preliminar,Guipúzcoa
3140,2022-01-23,Juicio,Lleida
3141,2026-02-13,Preliminar,Guadalajara
3142,2022-12-10,Juicio,Ciudad
3143,2025-11-22,Preliminar,Granada
3144,2024-09-08,Intermedia,Girona
3145,2024-10-19,Juicio,Barcelona
3146,2025-10-11,Preliminar,Badajoz
3147,2024-05-20,Juicio,Girona
3148,2024-02-14,Juicio,Pontevedra
3149,2023-10-06,Intermedia,Toledo
3150,2025-07-22,Preliminar,Ourense
3151,2025-07-20,Preliminar,Zamora
3152,2026-01-25,Preliminar,Navarra
3153,2026-03-26,Preliminar,Málaga
3154,2024-04-14,Juicio,Castellón
3155,2025-03-23,Intermedia,Palencia
3156,2026-02-10,Preliminar,Vizcaya
3157,2026-05-18,Preliminar,Cáceres
3158,2022-04-06,Juicio,La Rioja
3159,2023-12-06,Juicio,León
3160,2024-05-16,Juicio,Granada
3161,2020-11-30,Juicio,Lugo
3162,2024-05-06,Juicio,Lleida
3163,2026-01-09,Preliminar,Burgos
3164,2023-11-15,Intermedia,Navarra
3165,2023-11-25,Intermedia,Huesca
3166,2022-10-19,Intermedia,Cantabria
3167,2023-05-20,Juicio,Teruel
3168,2025-05-30,Preliminar,Murcia
3169,2022-01-25,Juicio,Huesca
3170,2025-04-06,Intermedia,Lleida
3171,2025-09-23,Preliminar,Girona
3172,2025-10-03,Preliminar,Ourense
3173,2025-10-30,Preliminar,Valladolid
3174,2023-05-11,Juicio,Guadalajara
3175,2024-04-09,Intermedia,Segovia
3176,2025-11-11,Preliminar,Palencia
3177,2025-06-12,Preliminar,Ávila
3178,2026-04-11,Preliminar,Navarra
3179,2023-12-11,Juicio,Cantabria
3180,2023-04-19,Intermedia,La Coruña
3181,2026-03-12,Preliminar,Tarragona
3182,2026-01-17,Preliminar,Cádiz
3183,2025-06-01,Preliminar,Cáceres
3184,2025-04-27,Intermedia,Pontevedra
3185,2025-07-24,Preliminar,Álava
3186,2025-07-22,Preliminar,Castellón
3187,2022-03-28,Intermedia,Valencia
3188,2024-06-13,Intermedia,Cuenca
3189,2025-08-24,Preliminar,Cuenca
3190,2025-02-23,Intermedia,Guipúzcoa
3191,2023-10-09,Juicio,Cantabria
3192,2025-01-11,Intermedia,Navarra
3193,2026-03-03,Preliminar,Barcelona
3194,2023-03-31,Juicio,Cantabria
3195,2026-02-25,Preliminar,Santa Cruz de Tenerife
3196,2021-10-02,Juicio,La Rioja
3197,2026-03-23,Preliminar,Albacete
3198,2021-07-22,Intermedia,Albacete
3199,2024-01-25,Juicio,Soria
3200,2024-03-08,Juicio,Tarragona
3201,2026-05-07,Preliminar,Tarragona
3202,2023-08-28,Intermedia,Zaragoza
3203,2023-12-14,Juicio,Segovia
3204,2023-11-22,Juicio,Toledo
3205,2025-06-20,Preliminar,Baleares
3206,2025-09-28,Preliminar,Tarragona
3207,2022-01-09,Juicio,Barcelona
3208,2026-01-21,Preliminar,Pontevedra
3209,2026-03-06,Preliminar,Lugo
3210,2023-08-27,Juicio,Ceuta
3211,2024-08-20,Juicio,Segovia
3212,2024-03-13,Juicio,Huesca
3213,2023-10-11,Intermedia,Córdoba
3214,2026-04-18,Preliminar,Cáceres
3215,2023-04-14,Juicio,Ceuta
3216,2022-06-29,Juicio,Cantabria
3217,2024-02-23,Intermedia,Cantabria
3218,2026-03-09,Preliminar,Ceuta
3219,2023-04-21,Juicio,Córdoba
3220,2025-08-07,Preliminar,Granada
3221,2024-10-24,Juicio,Granada
3222,2025-08-25,Preliminar,Córdoba
3223,2022-08-06,Juicio,Santa Cruz de Tenerife
3224,2026-01-26,Preliminar,Ávila
3225,2022-06-02,Intermedia,Alicante
3226,2025-11-08,Preliminar,Toledo
3227,2025-05-03,Intermedia,Zaragoza
3228,2025-01-09,Intermedia,Jaén
3229,2021-12-11,Juicio,Álava
3230,2021-07-29,Juicio,Palencia
3231,2026-01-08,Preliminar,Valladolid
3232,2023-04-03,Intermedia,Ceuta
3233,2020-11-05,Intermedia,Murcia
3234,2026-01-27,Preliminar,Almería
3235,2024-10-12,Juicio,Baleares
3236,2025-09-03,Preliminar,Ciudad
3237,2023-05-05,Intermedia,Córdoba
3238,2022-10-16,Juicio,Badajoz
3239,2024-06-13,Intermedia,Asturias
3240,2025-10-16,Preliminar,León
3241,2023-11-13,Intermedia,Zamora
3242,2023-09-27,Juicio,La Coruña
3243,2026-04-17,Preliminar,Girona
3244,2026-02-07,Preliminar,La Rioja
3245,2026-01-07,Preliminar,La Rioja
3246,2023-11-01,Juicio,Salamanca
3247,2025-09-13,Preliminar,Murcia
3248,2022-11-15,Juicio,Lugo
3249,2024-09-09,Intermedia,Girona
3250,2025-03-09,Intermedia,La Coruña
3251,2026-02-08,Preliminar,Cantabria
3252,2021-10-21,Intermedia,Vizcaya
3253,2024-09-23,Intermedia,Guadalajara
3254,2024-06-01,Juicio,Segovia
3255,2026-03-24,Preliminar,Valencia
3256,2025-12-22,Preliminar,Lleida
3257,2021-10-23,Intermedia,Álava
3258,2023-04-07,Intermedia,Zaragoza
3259,2021-02-18,Juicio,Burgos
3260,2021-06-26,Intermedia,Castellón
3261,2025-10-16,Preliminar,Navarra
3262,2023-12-31,Intermedia,Palencia
3263,2026-02-24,Preliminar,Melilla
3264,2024-12-05,Juicio,Melilla
3265,2023-11-20,Juicio,Ciudad
3266,2026-03-25,Preliminar,León
3267,2025-03-09,Intermedia,Segovia
3268,2023-12-04,Juicio,Palencia
3269,2025-10-22,Preliminar,Zaragoza
3270,2021-01-14,Juicio,Sevilla
3271,2025-08-13,Preliminar,Salamanca
3272,2023-12-18,Juicio,Huesca
3273,2024-12-21,Intermedia,Guadalajara
3274,2021-02-04,Intermedia,Málaga
3275,2023-08-19,Juicio,Soria
3276,2025-11-01,Preliminar,Soria
3277,2025-04-01,Intermedia,León
3278,2025-12-21,Preliminar,Cádiz
3279,2025-08-26,Preliminar,Granada
3280,2024-04-02,Juicio,Baleares
3281,2022-05-19,Juicio,Barcelona
3282,2025-12-08,Preliminar,Cuenca
3283,2026-02-25,Preliminar,Las Palmas
3284,2026-02-18,Preliminar,Alicante
3285,2022-08-14,Juicio,Zamora
3286,2025-09-30,Preliminar,Cuenca
3287,2026-04-15,Preliminar,León
3288,2023-01-13,Intermedia,Lleida
3289,2026-04-19,Preliminar,Palencia
3290,2023-08-19,Juicio,Madrid
3291,2024-10-28,Juicio,Valladolid
3292,2025-04-23,Intermedia,Ourense
3293,2025-12-03,Preliminar,Huesca
3294,2024-07-11,Juicio,Segovia
3295,2022-08-11,Juicio,Ciudad
3296,2025-07-18,Preliminar,Burgos
3297,2022-06-15,Juicio,Almería
3298,2022-08-27,Juicio,Vizcaya
3299,2024-08-03,Intermedia,Vizcaya
3300,2025-11-22,Preliminar,Zaragoza
3301,2026-02-21,Preliminar,Almería
3302,2023-11-13,Intermedia,Toledo
3303,2025-10-21,Preliminar,Málaga
3304,2024-06-14,Juicio,Valencia
3305,2023-08-17,Juicio,Badajoz
3306,2023-07-27,Juicio,Huelva
3307,2021-02-15,Juicio,Huelva
3308,2023-09-23,Juicio,Zaragoza
3309,2021-11-28,Juicio,Albacete
3310,2025-04-20,Juicio,Asturias
3311,2021-06-12,Juicio,Ourense
3312,2022-04-09,Juicio,Cádiz
3313,2026-03-13,Preliminar,Huelva
3314,2025-10-30,Preliminar,Soria
3315,2023-04-13,Intermedia,Las Palmas
3316,2022-12-15,Juicio,Burgos
3317,2025-03-11,Intermedia,Málaga
3318,2025-07-22,Preliminar,Badajoz
3319,2024-11-02,Intermedia,Albacete
3320,2024-12-15,Intermedia,Sevilla
3321,2026-05-09,Preliminar,Madrid
3322,2024-04-19,Intermedia,Huesca
3323,2026-01-04,Preliminar,Zaragoza
3324,2025-02-04,Intermedia,Lugo
3325,2024-08-31,Intermedia,Valladolid
3326,2024-01-21,Juicio,Toledo
3327,2023-12-18,Intermedia,Badajoz
3328,2025-08-31,Preliminar,Zamora
3329,2025-08-15,Preliminar,Soria
3330,2024-11-16,Intermedia,Melilla
3331,2020-07-10,Juicio,Valencia
3332,2023-01-08,Intermedia,Ávila
3333,2023-12-08,Juicio,Lugo
3334,2024-12-31,Intermedia,Asturias
3335,2025-11-04,Preliminar,Tarragona
3336,2025-05-03,Intermedia,Segovia
3337,2025-05-27,Preliminar,Almería
3338,2025-06-09,Preliminar,Alicante
3339,2024-10-01,Intermedia,Alicante
3340,2025-06-05,Preliminar,La Coruña
3341,2023-05-29,Juicio,Ciudad
3342,2023-04-22,Intermedia,Madrid
3343,2024-06-09,Juicio,Las Palmas
3344,2025-10-17,Preliminar,Asturias
3345,2025-01-18,Intermedia,Burgos
3346,2024-04-30,Intermedia,Córdoba
3347,2024-07-25,Juicio,Albacete
3348,2026-03-10,Preliminar,Cáceres
3349,2025-09-27,Preliminar,Teruel
3350,2024-03-09,Intermedia,León
3351,2023-12-11,Intermedia,Cantabria
3352,2024-03-18,Juicio,Ávila
3353,2023-02-01,Juicio,Girona
3354,2022-09-18,Juicio,Granada
3355,2025-11-09,Preliminar,Navarra
3356,2023-06-02,Juicio,Vizcaya
3357,2022-05-28,Juicio,Ávila
3358,2025-11-05,Preliminar,Alicante
3359,2024-04-30,Intermedia,Guadalajara
3360,2025-12-10,Preliminar,Albacete
3361,2024-01-15,Juicio,Cádiz
3362,2026-05-03,Preliminar,Zaragoza
3363,2020-07-23,Juicio,Murcia
3364,2023-08-24,Intermedia,Cuenca
3365,2021-03-24,Intermedia,Almería
3366,2020-09-19,Intermedia,Zamora
3367,2025-12-29,Preliminar,Castellón
3368,2024-02-23,Intermedia,Álava
3369,2026-03-01,Preliminar,Huelva
3370,2025-07-02,Preliminar,Granada
3371,2023-10-29,Juicio,Cádiz
3372,2026-02-13,Preliminar,Barcelona
3373,2026-03-16,Preliminar,Navarra
3374,2024-01-28,Juicio,Huesca
3375,2022-01-08,Juicio,Burgos
3376,2022-07-18,Juicio,Burgos
3377,2026-03-26,Preliminar,Tarragona
3378,2025-02-05,Intermedia,Valencia
3379,2022-07-23,Juicio,Álava
3380,2023-12-11,Juicio,Salamanca
3381,2022-07-28,Juicio,Córdoba
3382,2024-06-12,Intermedia,Almería
3383,2025-09-27,Preliminar,Zaragoza
3384,2024-06-24,Juicio,Barcelona
3385,2026-05-06,Preliminar,Ceuta
3386,2024-01-08,Juicio,Albacete
3387,2024-02-02,Juicio,Álava
3388,2023-07-30,Intermedia,Granada
3389,2025-06-29,Preliminar,Castellón
3390,2024-05-19,Juicio,Albacete
3391,2024-02-14,Intermedia,Lleida
3392,2025-11-22,Preliminar,Ceuta
3393,2024-04-21,Intermedia,Jaén
3394,2023-08-10,Intermedia,Cáceres
3395,2026-04-19,Preliminar,Guipúzcoa
3396,2025-03-29,Intermedia,Toledo
3397,2024-06-29,Juicio,Guipúzcoa
3398,2021-09-22,Intermedia,Las Palmas
3399,2025-07-23,Preliminar,Segovia
3400,2023-01-10,Intermedia,Granada
3401,2021-03-29,Intermedia,Soria
3402,2022-07-18,Juicio,Albacete
3403,2023-06-14,Intermedia,Tarragona
3404,2022-03-06,Juicio,Melilla
3405,2024-09-14,Intermedia,Cádiz
3406,2023-10-21,Intermedia,Albacete
3407,2021-09-13,Intermedia,Ávila
3408,2026-02-25,Preliminar,Badajoz
3409,2023-10-22,Intermedia,Huelva
3410,2024-05-28,Juicio,Huesca
3411,2023-02-02,Juicio,Córdoba
3412,2025-10-02,Preliminar,Granada
3413,2026-02-19,Preliminar,Asturias
3414,2023-11-19,Juicio,Teruel
3415,2021-11-20,Juicio,Ciudad
3416,2026-03-01,Preliminar,Alicante
3417,2023-07-19,Intermedia,Navarra
3418,2026-01-04,Preliminar,Tarragona
3419,2022-03-20,Intermedia,La Coruña
3420,2023-04-01,Juicio,Guadalajara
3421,2025-06-03,Preliminar,Guipúzcoa
3422,2026-04-09,Preliminar,Ciudad
3423,2024-03-08,Juicio,Madrid
3424,2025-04-14,Intermedia,Almería
3425,2025-01-12,Intermedia,Cuenca
3426,2026-02-20,Preliminar,Burgos
3427,2025-06-04,Preliminar,Melilla
3428,2023-04-11,Intermedia,Baleares
3429,2024-02-24,Juicio,Cuenca
3430,2023-04-08,Juicio,Baleares
3431,2020-12-24,Juicio,Valencia
3432,2025-12-30,Preliminar,Sevilla
3433,2024-04-01,Intermedia,Ourense
3434,2023-10-15,Intermedia,Ourense
3435,2025-12-20,Preliminar,Navarra
3436,2022-10-28,Juicio,Pontevedra
3437,2025-05-09,Intermedia,Melilla
3438,2026-04-03,Preliminar,Zamora
3439,2025-10-26,Preliminar,Castellón
3440,2026-02-17,Preliminar,Asturias
3441,2025-08-03,Preliminar,Cádiz
3442,2022-08-23,Intermedia,Las Palmas
3443,2022-12-03,Intermedia,Valladolid
3444,2023-10-27,Juicio,Murcia
3445,2026-05-09,Preliminar,Valencia
3446,2024-03-15,Juicio,Salamanca
3447,2025-07-16,Preliminar,Zaragoza
3448,2025-10-16,Preliminar,Zaragoza
3449,2025-07-22,Preliminar,Huelva
3450,2025-08-16,Preliminar,Pontevedra
3451,2022-08-22,Juicio,Almería
3452,2024-12-06,Intermedia,Barcelona
3453,2022-06-09,Intermedia,La Coruña
3454,2024-05-01,Juicio,Las Palmas
3455,2022-12-21,Juicio,Ourense
3456,2025-08-10,Preliminar,Cáceres
3457,2023-03-29,Juicio,Asturias
3458,2024-11-25,Intermedia,Ceuta
3459,2022-10-12,Juicio,Burgos
3460,2025-06-27,Preliminar,Cádiz
3461,2026-01-04,Preliminar,Tarragona
3462,2024-07-13,Juicio,Cuenca
3463,2024-06-15,Juicio,Salamanca
3464,2024-03-08,Juicio,Soria
3465,2026-02-11,Preliminar,Cuenca
3466,2022-12-26,Juicio,Córdoba
3467,2025-10-08,Preliminar,Murcia
3468,2025-11-14,Preliminar,Valencia
3469,2024-03-16,Juicio,Melilla
3470,2022-03-10,Juicio,Palencia
3471,2025-10-21,Preliminar,Lleida
3472,2022-12-26,Juicio,Madrid
3473,2023-07-04,Juicio,Girona
3474,2020-12-17,Juicio,Alicante
3475,2022-07-06,Juicio,Soria
3476,2025-08-13,Preliminar,Huelva
3477,2024-06-11,Juicio,Ourense
3478,2024-12-26,Intermedia,Zamora
3479,2024-12-20,Intermedia,Baleares
3480,2026-03-11,Preliminar,Baleares
3481,2023-02-02,Intermedia,Alicante
3482,2026-02-20,Preliminar,Ciudad
3483,2024-09-27,Intermedia,Ourense
3484,2025-12-24,Preliminar,Guadalajara
3485,2022-11-02,Juicio,Albacete
3486,2025-06-15,Preliminar,Almería
3487,2024-04-24,Intermedia,Valladolid
3488,2024-07-16,Juicio,Guipúzcoa
3489,2023-03-08,Juicio,Asturias
3490,2021-02-25,Juicio,Huesca
3491,2023-02-02,Intermedia,Huesca
3492,2025-05-05,Intermedia,Cantabria
3493,2021-07-14,Juicio,Las Palmas
3494,2025-05-31,Preliminar,Albacete
3495,2025-10-29,Preliminar,Lugo
3496,2022-03-13,Juicio,Cantabria
3497,2022-02-21,Intermedia,Navarra
3498,2025-07-23,Preliminar,Baleares
3499,2025-06-26,Preliminar,Burgos
3500,2023-07-22,Juicio,Pontevedra
3501,2022-03-03,Juicio,Sevilla
3502,2023-08-25,Juicio,Almería
3503,2025-10-04,Preliminar,León
3504,2023-10-20,Intermedia,Segovia
3505,2026-02-18,Preliminar,León
3506,2025-06-10,Preliminar,Albacete
3507,2026-02-02,Preliminar,Sevilla
3508,2024-01-09,Juicio,Almería
3509,2022-02-11,Juicio,Guipúzcoa
3510,2023-12-17,Intermedia,Cantabria
3511,2025-07-05,Preliminar,Baleares
3512,2025-09-16,Preliminar,Guipúzcoa
3513,2022-02-21,Juicio,Ourense
3514,2025-08-19,Preliminar,Albacete
3515,2023-03-13,Juicio,Lugo
3516,2025-12-12,Preliminar,León
3517,2025-09-07,Preliminar,Santa Cruz de Tenerife
3518,2025-11-28,Preliminar,Santa Cruz de Tenerife
3519,2022-08-27,Intermedia,Sevilla
3520,2025-10-27,Preliminar,Las Palmas
3521,2021-05-16,Intermedia,Cáceres
3522,2023-12-17,Intermedia,Burgos
3523,2024-09-10,Juicio,Almería
3524,2023-06-29,Juicio,Sevilla
3525,2024-07-10,Intermedia,Sevilla
3526,2026-05-12,Preliminar,Baleares
3527,2023-05-16,Juicio,Girona
3528,2026-03-06,Preliminar,Ceuta
3529,2026-03-05,Preliminar,Cuenca
3530,2023-12-30,Juicio,Teruel
3531,2025-06-19,Preliminar,Castellón
3532,2024-05-16,Juicio,Cáceres
3533,2022-08-14,Juicio,Burgos
3534,2021-08-29,Juicio,Melilla
3535,2023-11-06,Intermedia,Soria
3536,2025-09-06,Preliminar,Albacete
3537,2024-10-30,Intermedia,Burgos
3538,2026-01-06,Preliminar,Castellón
3539,2024-06-11,Intermedia,Murcia
3540,2022-11-28,Intermedia,Murcia
3541,2025-08-30,Preliminar,Ávila
3542,2025-03-25,Intermedia,Ciudad
3543,2026-04-02,Preliminar,Soria
3544,2021-08-03,Intermedia,Guipúzcoa
3545,2021-05-20,Juicio,La Coruña
3546,2021-11-13,Juicio,Vizcaya
3547,2025-11-26,Preliminar,Navarra
3548,2023-10-04,Juicio,Cantabria
3549,2023-04-08,Juicio,Navarra
3550,2023-03-27,Intermedia,Soria
3551,2024-01-25,Juicio,Barcelona
3552,2024-06-20,Intermedia,La Coruña
3553,2025-10-20,Preliminar,León
3554,2025-07-15,Preliminar,Santa Cruz de Tenerife
3555,2025-09-23,Preliminar,Guipúzcoa
3556,2026-04-10,Preliminar,Las Palmas
3557,2024-12-18,Intermedia,Córdoba
3558,2026-02-03,Preliminar,Jaén
3559,2023-11-18,Intermedia,León
3560,2024-11-20,Juicio,Pontevedra
3561,2026-05-01,Preliminar,Santa Cruz de Tenerife
3562,2025-07-21,Preliminar,Málaga
3563,2020-12-22,Juicio,La Coruña
3564,2026-04-09,Preliminar,Soria
3565,2025-08-14,Preliminar,Badajoz
3566,2022-12-08,Juicio,Jaén
3567,2025-08-18,Preliminar,Lugo
3568,2025-08-18,Preliminar,Melilla
3569,2025-10-22,Preliminar,Valladolid
3570,2024-03-01,Intermedia,Córdoba
3571,2023-10-17,Juicio,Navarra
3572,2025-01-04,Intermedia,La Coruña
3573,2025-07-07,Preliminar,Segovia
3574,2024-08-27,Intermedia,Salamanca
3575,2024-10-26,Intermedia,Almería
3576,2023-06-26,Juicio,Málaga
3577,2023-08-16,Juicio,Melilla
3578,2026-03-11,Preliminar,Guipúzcoa
3579,2022-10-24,Intermedia,Las Palmas
3580,2023-11-16,Intermedia,Cantabria
3581,2023-06-01,Intermedia,Santa Cruz de Tenerife
3582,2023-10-13,Juicio,Baleares
3583,2024-06-10,Intermedia,Badajoz
3584,2022-10-31,Juicio,Las Palmas
3585,2025-11-26,Preliminar,Guipúzcoa
3586,2025-06-11,Preliminar,Zaragoza
3587,2023-09-29,Intermedia,Guadalajara
3588,2026-05-25,Preliminar,Madrid
3589,2024-12-06,Intermedia,Valladolid
3590,2022-07-24,Juicio,Salamanca
3591,2026-01-11,Preliminar,Huelva
3592,2025-10-26,Preliminar,Granada
3593,2024-09-18,Intermedia,Huelva
3594,2022-11-05,Intermedia,Tarragona
3595,2024-05-24,Intermedia,Las Palmas
3596,2025-08-08,Preliminar,Huesca
3597,2024-10-07,Intermedia,Jaén
3598,2024-01-27,Juicio,Ávila
3599,2025-03-03,Juicio,Lugo
3600,2023-07-06,Intermedia,Pontevedra
3601,2025-03-25,Intermedia,Madrid
3602,2024-06-12,Juicio,Granada
3603,2023-11-06,Intermedia,Huesca
3604,2021-10-06,Juicio,Madrid
