ID Caso,Fecha de Resolución,Contenido,Tipo de Resolución
3221,2025-02-15,Reprehenderit fugiat pariatur nemo. Amet at veniam maiores neque.,Conciliación Judicial
3222,2025-04-04,Quo eaque voluptatem dolores possimus itaque. Laboriosam natus voluptates natus a officia dolorem.,Caso en Curso
3223,2024-11-27,Possimus error provident illum delectus accusantium nisi. Architecto nostrum dolore.,Conciliación Judicial
3224,2024-09-07,Vel pariatur alias corrupti voluptate deserunt velit. Totam accusantium suscipit quis molestias mollitia labore.,Caso en Curso
3225,2023-04-08,Suscipit alias perspiciatis illum occaecati. Tenetur tempora id. Aspernatur doloremque quibusdam sunt dolores ad. Voluptatibus animi at nam.,Caso en Curso
3226,2025-05-06,Natus molestias ea quos magni laudantium. Saepe excepturi aspernatur repellendus. Magnam natus deserunt animi perferendis. Magni in nulla eveniet.,Caso en Curso
3227,2025-03-09,Nulla optio ullam vero impedit. Qui rerum totam modi facilis veritatis culpa magni. Non quam alias repellat ipsum ut.,Caso en Curso
3228,2024-06-26,Quia accusamus ratione cum mollitia. Deleniti ipsa sit nobis. Quibusdam aliquid minima aliquid necessitatibus fuga quo.,Caso en Curso
3229,2022-02-24,Quos ipsam similique voluptatem fuga. Repellat id aut totam suscipit explicabo molestiae explicabo. Sequi ipsa ducimus.,Desistimiento del Demandante
3230,2021-10-18,Nostrum tempora consequuntur dolor distinctio. Magni beatae est illo.,Resolución Administrativa
3231,2024-02-22,Accusantium qui ullam dicta nemo earum vitae. Vero aliquid maxime quasi delectus sint. Ea molestiae a hic unde.,Caso en Curso
3232,2025-02-14,"Rem quam maiores atque reprehenderit. Tenetur exercitationem rerum et ut.
Dicta cumque incidunt. Itaque laborum blanditiis aspernatur unde.",Caso en Curso
3233,2024-06-26,Atque blanditiis ratione iure quisquam ex repellat. Vel earum quod nulla.,Caso en Curso
3234,2025-03-01,Earum quam iusto reiciendis vel. Incidunt cumque culpa laudantium neque.,Caso en Curso
3235,2025-04-24,Incidunt eligendi dolorem asperiores placeat dolore eaque. Rerum doloribus et. Architecto officia sint ab iste aperiam.,Desistimiento del Demandante
3236,2023-08-22,Sequi ipsam labore assumenda distinctio. Deserunt repudiandae quis repudiandae maiores quasi.,Caso en Curso
3237,2024-06-14,Nam officia nostrum inventore qui tenetur. Itaque nam porro porro. Dolores ratione soluta occaecati.,Caso en Curso
3238,2023-05-11,Dicta omnis asperiores nam alias officiis alias.,Archivo por Falta de Pruebas
3239,2025-04-06,Cumque facilis impedit tempora debitis. Porro atque eaque deserunt aliquid qui hic. Quas fugit ad maxime sunt quisquam. Error laborum quo voluptate.,Caso en Curso
3240,2023-03-20,Ex error iste. Facere optio eveniet numquam dignissimos quo nemo.,Caso en Curso
3241,2024-02-10,Voluptatum quidem quidem. Enim numquam doloribus voluptas. Dolor esse aperiam ab.,Caso en Curso
3242,2024-08-05,Sunt reiciendis sint voluptate consequuntur. Dignissimos ipsa at natus ipsam enim accusamus natus. Ab esse non repudiandae accusamus.,Sobreseimiento
3243,2024-05-30,Impedit quo aspernatur similique dolorem suscipit doloribus. Non vel perspiciatis cumque nihil sapiente.,Caso en Curso
3244,2024-04-13,Magnam iste beatae quas sapiente similique autem. Delectus vel praesentium blanditiis incidunt. Ea dolorum accusamus saepe.,Caso en Curso
3245,2025-01-18,Nostrum quia architecto dolorem molestias omnis unde magni. Quis voluptas eius hic voluptatem cum. Impedit iste eligendi voluptas.,Caso en Curso
3246,2024-08-17,Illo quasi numquam architecto quasi. Commodi minus culpa repellat ullam perferendis.,Acuerdo Extrajudicial
3247,2024-02-15,Eveniet explicabo et ullam maxime. Minus aliquam porro minima non adipisci illum.,Caso en Curso
3248,2023-01-17,Unde natus illum quibusdam dolorum. Saepe nobis minus quos dolor maiores id. Debitis animi tempore consectetur neque cum maiores sunt.,Archivo por Falta de Pruebas
3249,2025-03-07,Consequatur facilis natus rem. Possimus ducimus debitis expedita.,Caso en Curso
3250,2024-12-02,Earum deleniti ullam impedit exercitationem nostrum. Ut odit dolorum repellat quod. Fugiat dignissimos libero distinctio sint quidem placeat nemo.,Caso en Curso
3251,2024-02-15,Consequatur expedita tenetur reprehenderit quos. Possimus repudiandae quam velit.,Caso en Curso
3252,2022-04-21,Corporis quae dolore vitae occaecati laborum repellendus rem. Explicabo a sint vitae rem nihil occaecati.,Caso en Curso
3253,2024-03-30,Dignissimos fuga odit commodi. Provident qui id reiciendis temporibus corporis dolor. Vitae quo enim quos.,Caso en Curso
3254,2025-04-26,"Corporis itaque sint earum dolor. Vero itaque temporibus repellat.
At neque exercitationem in ut iste. Voluptatem exercitationem autem autem.",Acuerdo Extrajudicial
3255,2024-03-17,Explicabo labore facilis facere deserunt. Earum nobis illum ex.,Caso en Curso
3256,2021-07-05,Ullam non eos laborum dolores dolores nobis. Laboriosam odit error. Inventore corrupti quasi.,Caso en Curso
3257,2021-01-24,Voluptatem ea saepe qui exercitationem. Ratione hic accusantium natus ducimus voluptas.,Caso en Curso
3258,2021-04-05,"Ducimus non sequi occaecati quibusdam consequatur. Labore inventore unde.
Natus soluta sequi amet. Hic doloribus soluta.",Caso en Curso
3259,2022-01-30,Dolorem vero sequi temporibus enim. Eligendi quo qui. Consequuntur maxime officia vitae asperiores.,Mediación Exitosa
3260,2022-04-19,Illum neque vel minima dolore laboriosam. Aspernatur quidem veritatis quos.,Caso en Curso
3261,2025-01-19,Qui quae excepturi corrupti. Quibusdam reiciendis tempora aliquam voluptatum praesentium quam.,Caso en Curso
3262,2024-05-03,Quidem cupiditate aliquam. Libero possimus eligendi est incidunt. Beatae exercitationem a ipsum impedit adipisci.,Caso en Curso
3263,2023-05-13,Asperiores dolores repellendus nisi ad. Deserunt tempore consequuntur voluptatibus maiores.,Caso en Curso
3264,2024-12-20,Voluptatem tenetur adipisci tenetur. Tempore commodi a neque.,Resolución Administrativa
3265,2024-05-23,Dolores doloribus esse quo magnam debitis. Exercitationem temporibus consequuntur. Occaecati sed error dolore.,Recurso Concedido
3266,2023-05-19,Sint cum corporis veniam.,Caso en Curso
3267,2023-12-16,Possimus quis nemo. Quasi voluptatum cumque tenetur est. Neque nesciunt est nesciunt sint.,Caso en Curso
3268,2024-04-19,Aliquam error deleniti in unde eius ea. Molestiae in consectetur esse quis minus.,Resolución Administrativa
3269,2024-09-02,Error beatae ducimus. Saepe reiciendis dignissimos aperiam. Perferendis ea excepturi exercitationem eius nihil itaque.,Caso en Curso
3270,2021-03-21,Fugiat deserunt explicabo omnis. Consequuntur ipsa quisquam necessitatibus nobis quisquam quas.,Recurso Denegado
3271,2022-06-26,Eius fugiat distinctio laudantium. Quia id voluptatibus id repellat. Impedit debitis dolorum autem architecto.,Caso en Curso
3272,2024-03-01,Excepturi odit a provident et sapiente. A dolor nemo quam. Ex maxime vero.,Multa o Sanción
3273,2024-08-17,Dignissimos quibusdam beatae natus maiores et sequi. Sunt deserunt et similique nobis placeat libero voluptate.,Caso en Curso
3274,2021-08-10,Debitis officia minima adipisci maxime ratione. Fugiat rerum eos nemo.,Caso en Curso
3275,2024-12-18,Eaque doloremque officia quis. Quisquam magnam soluta eveniet ducimus animi saepe.,Sentencia Condenatoria
3276,2023-05-15,Iusto laudantium reprehenderit impedit soluta earum. Culpa placeat fugiat commodi. Quibusdam dolorum esse ipsa.,Caso en Curso
3277,2023-08-28,Error ipsam officia magni ipsam. Aperiam dolorem accusantium soluta. A magnam consequuntur voluptates.,Caso en Curso
3278,2022-07-23,Labore commodi debitis minus. Sequi provident quo itaque in architecto aspernatur aut. Et praesentium voluptatum quidem porro.,Caso en Curso
3279,2024-02-28,Corrupti facilis consequuntur culpa quibusdam distinctio.,Caso en Curso
3280,2024-04-14,Quidem ab non repellat eos a. Temporibus fugit enim commodi officia quod.,Resolución Administrativa
3281,2024-03-16,Eligendi nulla nemo in accusantium. Ex quae rem sit dolores assumenda ab autem. Atque esse pariatur.,Archivo por Falta de Pruebas
3282,2024-04-04,Esse animi nihil iure in voluptatum. Culpa illo esse tempora. Iste asperiores ullam.,Caso en Curso
3283,2024-06-08,"Nihil veniam quibusdam voluptatum. Quis ratione quas qui odio repellat quae.
Delectus accusamus suscipit alias nobis.",Caso en Curso
3284,2025-04-05,Dolore delectus ut deserunt expedita ipsam. Delectus accusantium magnam nulla facere reprehenderit. Natus culpa dolores.,Caso en Curso
3285,2023-04-17,Voluptates aliquid hic et similique dolores illo fugit. Est est earum. Pariatur aliquam a optio.,Sentencia Absolutoria
3286,2025-04-27,Quas nisi quod maxime sapiente sapiente. Quaerat nulla earum assumenda voluptates rerum ab.,Caso en Curso
3287,2024-12-30,Nemo sunt sit. Ullam aliquid cumque nisi. Impedit labore rerum quod at recusandae aut.,Caso en Curso
3288,2023-08-24,"Ipsam voluptas eum natus ab. Laboriosam porro impedit quod.
Doloribus iste nemo modi perferendis delectus sed. Aliquid cupiditate distinctio quae.",Caso en Curso
3289,2024-10-23,Recusandae iusto dolorem odio eos consequatur. Sit quod corporis optio sequi.,Caso en Curso
3290,2024-05-15,Quis nam molestias tempore. Pariatur quia ipsa excepturi laudantium eum. Explicabo atque a neque exercitationem ducimus.,Recurso Denegado
3291,2025-03-24,"Odio nam voluptas ab. Impedit sequi dolores nostrum.
Quia exercitationem architecto voluptatem odio.",Multa o Sanción
3292,2023-09-19,At fugiat maiores a minima. Cumque magni ipsam officiis commodi cum.,Caso en Curso
3293,2022-01-06,Amet animi sapiente quo beatae eligendi. Quisquam aut dolorum quidem. Dignissimos voluptatem laborum exercitationem fugiat dolorum ex.,Caso en Curso
3294,2025-01-16,Amet eum amet quas. Voluptates maiores cupiditate molestiae non. Excepturi laudantium doloremque quos sapiente reprehenderit exercitationem.,Sentencia Condenatoria
3295,2023-06-17,"Officia itaque modi sit incidunt.
Sunt voluptatibus saepe ipsam veritatis ipsa dicta fugiat. Earum accusantium nam dicta vitae.",Sentencia Condenatoria
3296,2024-04-02,Assumenda assumenda asperiores facilis veritatis dolore. Dicta ullam quis.,Caso en Curso
3297,2023-03-08,Ab vel libero mollitia. Aliquid aliquam doloribus ducimus porro libero repellendus.,Desistimiento del Demandante
3298,2023-08-16,Neque temporibus culpa distinctio eum. Magnam provident molestiae culpa. Cupiditate quos consequuntur sequi dolor omnis cupiditate.,Recurso Concedido
3299,2024-05-29,"Alias rerum laudantium sequi. Earum dignissimos natus accusantium ex temporibus.
Consectetur doloremque fuga earum libero. Ipsum nemo quisquam.",Caso en Curso
3300,2023-04-25,"Provident corrupti praesentium esse. Dolorem odit natus tenetur temporibus.
Quas mollitia labore expedita. Laborum consectetur quos magni.",Caso en Curso
3301,2022-11-22,Voluptates fugiat atque eius. Rerum exercitationem accusantium excepturi et odit. Quas consequatur sapiente dicta nobis facilis asperiores esse.,Caso en Curso
3302,2023-05-11,Voluptates quas maxime porro quisquam. Quibusdam ipsum debitis mollitia adipisci omnis. Animi eaque iusto saepe.,Caso en Curso
3303,2025-04-16,Maiores cumque facere similique ipsam. Est vel ipsam vero quasi iste aspernatur.,Caso en Curso
3304,2024-07-21,"Alias officiis sint officia. Suscipit hic aliquid.
Earum facilis tempora blanditiis. Et dolorum quia illo corporis.",Recurso Concedido
3305,2024-02-02,"Neque maiores nemo. Sequi repudiandae et.
Deserunt assumenda at corrupti. Quod ullam qui.",Recurso Concedido
3306,2024-12-21,Eum necessitatibus expedita consequatur aut saepe vel.,Sobreseimiento
3307,2021-02-16,"Doloremque voluptates nihil magni ipsum quo praesentium dolor. Nemo vero ad repellendus repellendus sit quibusdam.
Numquam modi nulla quidem.",Mediación Exitosa
3308,2023-09-25,Ducimus soluta quia aliquid. Deleniti rerum voluptatem omnis.,Archivo por Falta de Pruebas
3309,2022-04-10,"Cupiditate amet adipisci blanditiis ipsum.
Deleniti iure sapiente excepturi. Neque dolores quasi quidem.",Acuerdo Extrajudicial
3310,2025-04-24,Reiciendis nostrum omnis ipsam. Quo saepe doloribus eveniet repellat. A dolores soluta minus quaerat ducimus saepe.,Sentencia Condenatoria
3311,2022-09-12,Nostrum impedit qui dolorem ipsam nihil dolor. Ullam sapiente velit repudiandae.,Desistimiento del Demandante
3312,2024-03-13,Sequi sapiente deleniti optio. Accusantium harum tempore necessitatibus tempora debitis.,Conciliación Judicial
3313,2025-01-09,Mollitia doloribus consectetur voluptas corporis magnam harum. Sit laudantium commodi exercitationem.,Caso en Curso
3314,2024-04-18,Et explicabo commodi adipisci. Qui voluptatem error placeat cum est modi.,Caso en Curso
3315,2024-12-10,"Impedit quibusdam ab ducimus id rerum nulla facere.
Itaque doloribus ipsum eius enim nisi. A possimus harum odio quod.",Caso en Curso
3316,2022-12-20,Culpa et molestiae iusto odio deleniti a adipisci. Voluptas soluta aut tempore a delectus saepe. Error neque aspernatur voluptatum animi placeat.,Recurso Concedido
3317,2024-05-31,Est tempora est beatae saepe accusamus sit. Dolorem maxime deserunt repellat fuga maxime. Quam voluptates dolorum.,Caso en Curso
3318,2024-09-05,Culpa nulla eveniet quo architecto illo. Eaque omnis nesciunt nihil minus sit. Quisquam perferendis et commodi aut ut animi.,Caso en Curso
3319,2025-05-01,Eos beatae adipisci facere deserunt vel officia. Officia animi reiciendis voluptas. Et delectus quo autem nihil ab.,Caso en Curso
3320,2022-03-24,Provident vitae voluptate a aperiam necessitatibus aut. Iure debitis impedit aperiam odio dolore minima.,Caso en Curso
3321,2022-05-03,Temporibus aut temporibus earum. Molestias nulla sed esse. Delectus delectus dolores deleniti doloremque libero ipsam ipsam.,Caso en Curso
3322,2024-08-25,Perspiciatis eos saepe laboriosam. Vel consequatur iusto ipsum libero labore nihil.,Caso en Curso
3323,2023-12-08,Harum tempora harum. Labore repellat dicta hic deleniti ipsa. Molestias consequatur et autem.,Caso en Curso
3324,2025-01-26,Delectus velit minima explicabo quo. Ipsa pariatur facere. Beatae illo eligendi explicabo facilis quisquam nihil.,Caso en Curso
3325,2023-10-26,Ut nesciunt velit odio commodi. Error ullam maxime laudantium sit. Explicabo voluptates ex consequuntur laboriosam qui alias.,Caso en Curso
3326,2024-03-15,Quam accusamus accusantium. Corporis soluta quae voluptatibus officia vel tempora assumenda.,Conciliación Judicial
3327,2022-05-27,Molestias et soluta voluptas. Magni laborum fugiat ipsam ex iste excepturi. Quos quod repellat.,Caso en Curso
3328,2025-03-13,"Earum neque vel molestias maiores expedita. Ullam architecto fugiat perspiciatis.
Incidunt suscipit voluptatibus expedita.",Caso en Curso
3329,2025-01-07,Occaecati eius ea illum consequuntur temporibus minima. Exercitationem natus qui officiis. Vero ipsum voluptatibus facilis soluta ipsam.,Caso en Curso
3330,2022-10-18,Voluptates laudantium deleniti expedita. Accusamus fugit voluptas ipsa officiis modi. Ipsam modi ipsum accusamus dolor.,Caso en Curso
3331,2020-11-13,Praesentium ut iusto magnam. Molestias aspernatur officia nam. Repudiandae necessitatibus soluta dolorem ipsa.,Resolución Administrativa
3332,2025-05-22,"Aliquam quam officia blanditiis consequatur dolor.
Vel ipsum corporis corporis consequatur corrupti rerum.",Caso en Curso
3333,2023-12-17,Culpa et quasi blanditiis nisi. Deleniti consequatur vero consectetur. Ducimus incidunt voluptate laborum doloribus libero autem sit.,Conciliación Judicial
3334,2023-09-22,Numquam in deserunt repellendus non occaecati. Aliquid voluptatem perspiciatis laboriosam reiciendis laboriosam odio.,Caso en Curso
3335,2024-05-06,Ullam repellat officia tempora. Praesentium deserunt rem laborum aliquam voluptas sequi. Quo similique recusandae.,Caso en Curso
3336,2024-12-27,Inventore delectus voluptatum. At dicta assumenda accusantium consequatur nesciunt. Aliquid id nihil cum.,Caso en Curso
3337,2024-06-07,Amet iste a earum doloremque a. Necessitatibus animi asperiores sit quas. Repellat dolor quaerat ipsum.,Caso en Curso
3338,2024-07-14,Minima incidunt tempore. Occaecati rem dolorum perspiciatis. Labore illo rerum.,Caso en Curso
3339,2024-03-10,Est impedit odio molestias iusto pariatur nesciunt. Ab assumenda voluptate ullam assumenda.,Caso en Curso
3340,2023-05-07,"Quasi non vel incidunt corrupti.
Maxime illum facilis quia. At consectetur facere illum recusandae. Optio labore libero assumenda.",Caso en Curso
3341,2023-05-31,Maxime corrupti quasi culpa numquam. Cumque recusandae consequuntur.,Resolución Administrativa
3342,2023-08-13,Provident suscipit quas suscipit ullam nam. Totam provident voluptatum omnis. Deleniti enim reiciendis dolores expedita enim.,Caso en Curso
3343,2024-10-01,Occaecati illum eum deserunt minus ut quibusdam quisquam. Nobis sunt ea ratione fugit cumque ex.,Recurso Denegado
3344,2022-11-11,Dolores temporibus aliquam quasi laudantium repudiandae nesciunt. Vitae consequuntur porro esse eaque nam molestias.,Caso en Curso
3345,2025-01-03,Repellendus quod asperiores eius quod doloribus animi unde. Ducimus animi praesentium quae delectus perferendis rerum.,Caso en Curso
3346,2022-08-10,Maiores nisi quisquam doloremque sequi cum ex facere. Ab esse voluptate delectus optio.,Caso en Curso
3347,2024-10-27,Doloremque voluptatum mollitia corporis. Similique voluptates ut adipisci.,Resolución Administrativa
3348,2025-01-09,Voluptate error minima facilis iusto fugit minus adipisci. Reprehenderit cupiditate sit inventore delectus laudantium nesciunt.,Caso en Curso
3349,2023-09-09,Expedita qui qui dolor minima. Delectus facere fugit vitae amet beatae nam.,Caso en Curso
3350,2022-07-14,Quas eligendi nostrum facilis tempore soluta quidem. Quas ratione natus quia. Id error iste rerum architecto molestias laboriosam ratione.,Caso en Curso
3351,2025-02-10,Animi iste officia. Voluptatem ipsum eum maxime corrupti praesentium dignissimos. Porro totam excepturi voluptates voluptas commodi.,Caso en Curso
3352,2024-08-19,Tempore modi reprehenderit fuga. Repellat aliquam temporibus sit necessitatibus. Magni voluptas voluptatem est ipsa nesciunt officia.,Sobreseimiento
3353,2024-05-22,Sunt in tenetur sint. Asperiores illum numquam reprehenderit voluptatum corporis.,Archivo por Falta de Pruebas
3354,2022-10-12,Laboriosam rerum iusto soluta molestiae. Minima aperiam magni assumenda. Exercitationem praesentium incidunt officiis.,Desistimiento del Demandante
3355,2022-11-07,Amet perspiciatis odit consequuntur. Adipisci laborum unde necessitatibus eos quod repellendus. Eos placeat aliquam praesentium.,Caso en Curso
3356,2024-04-18,Quidem ipsam dignissimos occaecati. In commodi eos. Inventore consequuntur voluptates sapiente possimus.,Archivo por Falta de Pruebas
3357,2024-01-13,Sunt qui autem repudiandae optio. Perferendis dolorem odio quis. Repellendus quisquam dolorum aliquam ducimus laudantium.,Recurso Concedido
3358,2024-09-29,Beatae eum officia tempora asperiores. Corporis aperiam a qui. Quaerat beatae molestias impedit impedit illum repellendus repellendus.,Caso en Curso
3359,2024-11-30,Delectus rerum rerum officia ut iure. Enim atque aspernatur reiciendis earum.,Caso en Curso
3360,2025-01-09,Optio aliquam commodi mollitia neque illum facere quo. Eaque repellendus veniam dicta natus. Aliquid nisi officiis eligendi ea quia.,Caso en Curso
3361,2024-02-19,Quos earum animi possimus enim inventore. Aperiam earum voluptas praesentium.,Sentencia Condenatoria
3362,2022-09-19,"Adipisci iure nesciunt alias iusto sed hic.
Rem amet dolorem odio. Saepe nesciunt optio ipsam eius nostrum.",Caso en Curso
3363,2020-09-25,Eos nam quos occaecati doloremque. Sequi sunt earum incidunt soluta.,Conciliación Judicial
3364,2023-12-17,Esse asperiores saepe reprehenderit fugiat. Distinctio commodi necessitatibus facere veritatis ipsam consectetur.,Caso en Curso
3365,2021-03-06,"Aspernatur deserunt non reiciendis reprehenderit. Quis at aspernatur consequuntur nemo sint quos placeat.
Aut asperiores fuga esse quis quibusdam.",Caso en Curso
3366,2023-06-26,Odit tempore voluptatem quidem optio aliquid. Temporibus sint consequatur odit.,Caso en Curso
3367,2022-01-27,Quisquam maiores non corrupti neque ex eius. Sint quae eligendi fugit veritatis distinctio.,Caso en Curso
3368,2024-08-18,Iure repellendus hic nulla inventore maiores doloremque.,Caso en Curso
3369,2021-04-26,"Harum aliquid accusamus deserunt recusandae.
Non vitae nesciunt. Quasi odit aliquam officiis consectetur. Amet officiis magni inventore.",Caso en Curso
3370,2025-02-26,Sapiente nam pariatur perspiciatis. Minus eaque laboriosam. Beatae ducimus fugiat dolorem eos.,Caso en Curso
3371,2024-09-05,"Distinctio occaecati dolorum libero. Dolores sequi magnam.
Non modi officia.",Resolución Administrativa
3372,2023-09-18,Tempore nobis fugiat debitis. Culpa placeat laboriosam. Modi debitis mollitia nemo quo nobis earum quis.,Caso en Curso
3373,2024-04-06,Eaque tempora molestiae ab. Vero enim officia ea assumenda voluptas. Inventore consequuntur iste cupiditate.,Caso en Curso
3374,2025-02-16,Sapiente repellendus dolorum earum ab voluptatum. Animi voluptatum harum quidem error.,Sentencia Condenatoria
3375,2022-10-09,Ut expedita architecto doloribus. Molestiae blanditiis dignissimos. Incidunt asperiores veritatis repellendus alias.,Recurso Denegado
3376,2023-12-26,Explicabo harum fuga tempore. Fuga reprehenderit cupiditate autem numquam ab. Neque recusandae maiores in.,Sentencia Absolutoria
3377,2024-04-12,"Aut voluptas at at odit natus. Suscipit iste inventore quaerat.
Accusamus veritatis at a.
Amet vel possimus at ad ullam iste.",Caso en Curso
3378,2025-04-19,Temporibus ad deleniti earum rerum vero culpa. Vitae exercitationem omnis neque ipsam delectus. Maiores commodi accusamus tempora dicta dignissimos.,Caso en Curso
3379,2024-02-21,Sed explicabo molestias debitis aut odit. Maxime repellendus a ducimus.,Conciliación Judicial
3380,2024-01-16,Perspiciatis eum at voluptatibus ab. Error delectus dolorem qui veniam dolorum atque. Nulla deserunt vero totam iure.,Resolución Administrativa
3381,2023-05-16,Illum molestiae dolores. Facilis eaque fugit porro amet. Voluptatem eum natus in repellendus similique illo.,Sobreseimiento
3382,2025-01-25,Dolores iusto voluptates veniam eum ipsa. Aliquam ratione ipsum. Non ullam repellat dolor. Aperiam illo maiores praesentium nemo.,Caso en Curso
3383,2024-03-15,Ex laborum ad. Modi esse quod error.,Caso en Curso
3384,2024-07-28,Reiciendis occaecati suscipit. Dolor ipsum quaerat debitis distinctio.,Sentencia Condenatoria
3385,2022-10-15,"Optio nulla natus libero nulla doloremque.
Ad deserunt culpa occaecati id eius provident. Accusamus nam provident numquam neque magni.",Caso en Curso
3386,2025-03-01,"Labore beatae vero vero similique. Veritatis itaque corporis temporibus.
Veritatis libero voluptate impedit aliquid ad modi.",Multa o Sanción
3387,2024-12-09,"Fugit laborum porro consectetur praesentium quas. Quis debitis doloribus itaque accusantium.
Ipsa consequuntur ea magnam vitae blanditiis fuga.",Sentencia Condenatoria
3388,2024-09-19,Nobis assumenda fugiat asperiores. Optio aspernatur repellendus quas.,Caso en Curso
3389,2024-08-25,Veritatis voluptates atque dolor reprehenderit. Culpa possimus eligendi. Ducimus ipsa deleniti voluptatum ex hic suscipit.,Caso en Curso
3390,2024-08-15,In ab animi quos voluptas. Rerum ab fugiat accusamus vel. Totam dignissimos commodi autem reiciendis. Hic consectetur nulla esse.,Sentencia Absolutoria
3391,2024-10-16,A quae fugit quam eaque. Possimus non voluptas ut repudiandae. Qui eos tempora velit consequatur officiis.,Caso en Curso
3392,2024-07-17,Eius libero sunt voluptatem. Sunt assumenda ipsum animi corrupti vero.,Caso en Curso
3393,2025-03-12,Facilis quas rem voluptate. Fugit odio quo veniam voluptates.,Caso en Curso
3394,2025-02-19,Ut aliquam hic necessitatibus ipsum. Accusantium ipsam aliquid atque culpa consequatur a.,Caso en Curso
3395,2023-09-22,Alias tenetur est quae qui recusandae numquam. Esse laborum distinctio. Ratione qui nulla nobis rem.,Caso en Curso
3396,2023-05-05,Id possimus aliquid unde atque. Rerum blanditiis hic magni perspiciatis ratione nesciunt mollitia.,Caso en Curso
3397,2025-01-23,Fugit quidem natus exercitationem ut.,Recurso Concedido
3398,2023-04-08,Necessitatibus dolores at quibusdam. Rerum porro natus.,Caso en Curso
3399,2024-06-03,"Facilis vel iste.
Recusandae provident et ex. Facere laudantium mollitia magni.",Caso en Curso
3400,2022-12-25,Dolore sint tempore architecto ipsa ducimus. Illum a commodi. Incidunt cupiditate ea quos cupiditate odit.,Caso en Curso
3401,2025-01-19,Omnis enim enim dolore. Ducimus consequuntur exercitationem sunt. Ipsa dignissimos dolorem placeat tempore. Doloribus odio eveniet aut.,Caso en Curso
3402,2024-08-28,Molestiae incidunt labore perferendis eum iusto. Explicabo nemo incidunt in iste necessitatibus.,Multa o Sanción
3403,2022-11-28,Delectus voluptatem eligendi quaerat. Quisquam fugit aliquid incidunt porro earum. Consequatur sapiente ullam eaque qui.,Caso en Curso
3404,2022-06-14,Dolore fugit vero provident quo quibusdam perferendis. Dolor ad delectus architecto. Consequuntur facilis adipisci nobis.,Sobreseimiento
3405,2024-05-05,"Atque deserunt nam aspernatur natus voluptas amet.
Mollitia ea officia ratione nostrum. Dolorem recusandae veniam corrupti.",Caso en Curso
3406,2022-02-25,"Labore quo vero quod. Illum autem numquam deleniti.
Illum velit unde quia totam ducimus nemo. Reprehenderit nobis sint recusandae necessitatibus hic.",Caso en Curso
3407,2024-01-18,Ipsum aliquam tenetur voluptates.,Caso en Curso
3408,2023-02-01,Repellat aliquam labore tempora sit. Nemo adipisci assumenda recusandae veritatis.,Caso en Curso
3409,2023-04-05,Placeat voluptas nulla corporis voluptatum rerum quod iste.,Caso en Curso
3410,2024-06-19,"Laudantium deserunt recusandae quaerat ducimus.
Reiciendis eaque est doloremque iste ex dolore.",Sentencia Condenatoria
3411,2023-08-07,Voluptate velit quasi minus et. Sequi deserunt aspernatur praesentium consequatur.,Mediación Exitosa
3412,2021-03-05,Nihil aspernatur numquam provident. Corrupti veniam sint vitae molestiae.,Caso en Curso
3413,2024-10-03,Voluptate ratione non atque animi libero illum. Maxime et aut iste. Saepe nesciunt sunt dolore aliquid harum voluptates.,Caso en Curso
3414,2024-01-28,Natus necessitatibus fugiat. Aperiam expedita praesentium eius.,Resolución Administrativa
3415,2022-03-28,Soluta eos magnam provident. Inventore exercitationem quod ab dignissimos corporis incidunt eum.,Sentencia Absolutoria
3416,2022-01-04,"Praesentium error architecto sequi. Quidem laudantium quam aliquid.
Laudantium est minus sint vitae sint iste.",Caso en Curso
3417,2025-03-05,Eum consequuntur accusantium enim alias. Suscipit necessitatibus velit sapiente sequi.,Caso en Curso
3418,2024-07-12,Sed magnam et earum laudantium doloremque. Nemo culpa consequuntur sit nulla voluptatem eligendi.,Caso en Curso
3419,2022-06-27,Adipisci deleniti voluptatem. Libero expedita in praesentium incidunt officia vero. Nemo ipsa laborum odit nemo natus.,Caso en Curso
3420,2024-03-27,Quisquam occaecati recusandae ipsam ipsam ipsam quod. Architecto quod eveniet. Ipsa ad qui sint.,Multa o Sanción
3421,2025-02-03,Praesentium deserunt repudiandae iste reprehenderit commodi excepturi. Ratione praesentium repudiandae. Iste suscipit quisquam quam.,Caso en Curso
3422,2024-05-03,Dolorem aliquam delectus voluptatem quaerat veritatis dolore. Placeat eligendi dolorum et laboriosam minima tempore.,Caso en Curso
3423,2024-04-25,Aut magni quos facere consequatur quidem. Ex porro laboriosam voluptatibus modi. Cupiditate eius cum facilis.,Sentencia Absolutoria
3424,2024-03-09,Enim tempora itaque facilis aliquam quibusdam. Alias suscipit cumque dignissimos et. Officia quia eius veritatis est dolor exercitationem.,Caso en Curso
3425,2024-02-06,Ipsum vitae consequuntur voluptatum. Nisi quidem ad fugiat neque cum.,Caso en Curso
3426,2022-05-16,Ipsum cum accusantium. Impedit unde sint totam blanditiis voluptatem sunt. A sit incidunt impedit enim molestiae. Illum fugit corporis.,Caso en Curso
3427,2024-05-05,Occaecati delectus eveniet cumque delectus illum. Facilis voluptatem asperiores alias ipsa omnis ipsum qui.,Caso en Curso
3428,2022-01-04,Soluta commodi placeat recusandae accusantium commodi. Ratione quisquam illum. Ex aut ipsum quae. Aut mollitia optio culpa repellendus.,Caso en Curso
