ID Caso,ID Cliente,ID Abogado,Descripción,Estado,Fecha de Inicio,Fecha de Resolución,Rama Legal,Resultado,Tipo de Caso
3537,473,6,Repellendus quod porro voluptas deleniti.,En proceso,2024-03-15,2024-10-30,Civil,Pendiente,Arrendamientos
3538,999,32,Sunt cupiditate rerum.,Abierto,2022-04-14,2024-10-30,Ambiental,Pendiente,Evaluación de impacto ambiental
3539,555,2,Dolores cupiditate libero possimus voluptatem illo numquam.,En proceso,2020-06-18,2024-08-09,Penal,Pendiente,Delitos informáticos
3540,261,11,Tempore illum unde culpa praesentium.,En proceso,2022-04-07,2023-03-17,Laboral,Pendiente,Reclamación de salarios
3541,34,28,Reprehenderit laudantium suscipit dolor quis exercitationem ducimus.,Abierto,2022-04-08,2025-05-11,Internacional Privado,Pendiente,Herencia transnacional
3542,335,44,Vitae et at.,En proceso,2023-10-09,2025-02-11,Notarial y Registral,Pendiente,Constitución de sociedad
3543,765,16,Non qui mollitia aut ipsa eligendi.,Abierto,2021-07-22,2025-04-27,Administrativo,Pendiente,Multas municipales
3544,531,54,Sed consequuntur quod alias repudiandae in.,En proceso,2020-11-20,2024-08-25,Informático,Pendiente,Hackeo o intrusión
3545,209,31,Explicabo architecto saepe dolorum.,Cerrado,2021-01-13,2024-12-04,Internacional Privado,Acuerdo,Reconocimiento de sentencias extranjeras
3546,658,45,Excepturi incidunt a quo perspiciatis voluptatum sequi.,Cerrado,2021-03-01,2022-08-01,Notarial y Registral,Perdido,Escritura pública
3547,541,36,In sit ex.,Abierto,2021-03-14,2024-02-20,Procesal,Pendiente,Competencia jurisdiccional
3548,1100,21,Error quod maxime totam asperiores consequatur excepturi.,Cerrado,2020-06-18,2024-02-19,Constitucional,Ganado,Conflicto de competencias
3549,304,31,At quisquam harum quas occaecati rerum.,Cerrado,2022-11-17,2024-10-13,Internacional Privado,Acuerdo,Conflicto de leyes
3550,649,11,Vitae iure possimus cupiditate in quae in sequi.,En proceso,2021-07-19,2024-09-01,Laboral,Pendiente,Despido injustificado
3551,790,48,Suscipit neque illo commodi.,Cerrado,2024-01-14,2024-03-06,Seguridad Social,Acuerdo,Cotización incorrecta
3552,1039,45,Pariatur voluptatibus ullam fugit quod.,En proceso,2020-12-11,2021-05-24,Notarial y Registral,Pendiente,Actos de compraventa
3553,995,11,Sint vel ipsam dolorum id suscipit accusantium.,Abierto,2023-10-24,2024-11-13,Laboral,Pendiente,Accidente de trabajo
3554,157,14,Cupiditate eos error reprehenderit maiores ipsam.,Abierto,2023-11-03,2024-05-02,Mercantil,Pendiente,Incumplimiento comercial
3555,177,11,Fugiat voluptatibus veniam fugiat.,Abierto,2021-05-27,2023-07-06,Laboral,Pendiente,Despido injustificado
3556,1052,32,Occaecati dolores cum eos.,Abierto,2022-06-02,2023-12-11,Ambiental,Pendiente,Evaluación de impacto ambiental
3557,852,45,Sapiente molestiae animi enim fuga eveniet.,En proceso,2021-05-06,2021-11-08,Notarial y Registral,Pendiente,Registro de propiedad
3558,931,2,Temporibus quis beatae expedita cumque asperiores placeat.,Abierto,2022-12-19,2024-11-24,Penal,Pendiente,Delitos informáticos
3559,597,54,Dignissimos in iure soluta ut et.,En proceso,2023-10-25,2024-04-02,Informático,Pendiente,Delito informático
3560,310,48,Laboriosam perspiciatis ipsum suscipit.,Cerrado,2022-05-24,2025-03-06,Seguridad Social,Ganado,Afiliación al sistema
3561,727,38,Natus neque nulla incidunt.,Abierto,2021-06-02,2025-04-13,Procesal,Pendiente,Medidas cautelares
3562,1012,21,Totam repellat perferendis doloremque beatae cum deserunt.,Abierto,2023-05-15,2025-02-23,Constitucional,Pendiente,Acción de tutela
3563,1009,11,Quisquam officiis est itaque occaecati est odio.,Cerrado,2020-09-04,2022-07-25,Laboral,Acuerdo,Reclamación de salarios
3564,931,14,Laboriosam sapiente iste est voluptas.,Abierto,2024-02-12,2024-07-31,Mercantil,Pendiente,Contratos mercantiles
3565,593,4,Porro eius libero sunt ea.,Abierto,2023-06-12,2023-09-05,Penal,Pendiente,Homicidio
3566,361,8,Aperiam dolore voluptatum debitis ut.,Cerrado,2021-06-17,2023-03-01,Civil,Acuerdo,Reclamación por deuda
3567,784,41,Voluptatem esse deleniti necessitatibus consequuntur enim dolorem qui.,Abierto,2023-09-11,2025-03-11,Familia,Pendiente,Custodia de menores
3568,401,44,Cupiditate occaecati labore veritatis maiores nobis.,Abierto,2023-11-24,2025-05-13,Notarial y Registral,Pendiente,Testamento
3569,907,17,Numquam animi a nemo adipisci doloremque.,Abierto,2023-03-08,2025-05-17,Administrativo,Pendiente,Recursos administrativos
3570,1042,32,Velit quibusdam omnis reiciendis unde voluptatum.,En proceso,2022-06-27,2022-10-13,Ambiental,Pendiente,Licencia ambiental
3571,555,21,Optio a quasi labore hic dolor praesentium quia.,Cerrado,2023-07-19,2023-11-20,Constitucional,Ganado,Acción de tutela
3572,774,4,Placeat nemo labore quae.,En proceso,2021-03-14,2024-05-18,Penal,Pendiente,Narcotráfico
3573,642,21,Cum reiciendis soluta impedit assumenda.,Abierto,2023-09-27,2024-12-05,Constitucional,Pendiente,Conflicto de competencias
3574,528,29,Pariatur aliquid alias vero enim aperiam assumenda.,En proceso,2021-09-09,2024-04-02,Internacional Privado,Pendiente,Reconocimiento de sentencias extranjeras
3575,875,11,Voluptatem dolore neque amet.,En proceso,2022-10-23,2023-05-10,Laboral,Pendiente,Accidente de trabajo
3576,649,14,Officia molestiae voluptates mollitia.,Cerrado,2022-12-19,2023-08-02,Mercantil,Ganado,Quiebra o insolvencia
3577,1020,11,Accusantium unde saepe error quasi repellendus.,Cerrado,2022-08-04,2024-09-25,Laboral,Perdido,Acoso laboral
3578,315,11,Reiciendis similique tempora.,Abierto,2024-03-07,2024-11-10,Laboral,Pendiente,Reinstalación
3579,716,8,Nam blanditiis in quo.,En proceso,2021-05-09,2024-10-14,Civil,Pendiente,Incumplimiento de contrato
3580,57,11,Veniam nesciunt odit minima adipisci.,En proceso,2022-09-03,2023-09-07,Laboral,Pendiente,Reclamación de salarios
3581,310,36,Voluptate sunt est sunt quos eius debitis.,En proceso,2021-08-26,2022-11-10,Procesal,Pendiente,Ejecución de sentencia
3582,661,6,Aut praesentium ullam ullam praesentium occaecati doloremque.,Cerrado,2023-04-19,2024-06-24,Civil,Ganado,Incumplimiento de contrato
3583,647,11,Consectetur ad eligendi repellat tempore.,En proceso,2021-01-26,2021-05-27,Laboral,Pendiente,Accidente de trabajo
3584,477,38,Quam dignissimos delectus occaecati nisi.,Cerrado,2021-09-23,2023-01-12,Procesal,Ganado,Competencia jurisdiccional
3585,837,41,Quisquam fugit corrupti eaque.,Abierto,2023-10-21,2024-06-24,Familia,Pendiente,Tutela o curatela
3586,369,45,Adipisci adipisci odit.,Abierto,2021-04-14,2023-05-21,Notarial y Registral,Pendiente,Legalización de documentos
3587,687,27,Voluptatem assumenda ut eum ratione.,En proceso,2022-10-07,2023-08-13,Internacional Público,Pendiente,Extradición
3588,696,36,Reiciendis pariatur earum ea qui debitis.,Abierto,2021-03-05,2023-08-18,Procesal,Pendiente,Nulidad procesal
3589,457,14,Dolor ad voluptates delectus.,En proceso,2023-11-26,2024-04-29,Mercantil,Pendiente,Competencia desleal
3590,90,48,Suscipit nemo modi eius beatae.,Cerrado,2021-08-20,2022-12-29,Seguridad Social,Acuerdo,Afiliación al sistema
3591,322,54,Numquam aperiam modi sit distinctio sequi.,Abierto,2021-01-03,2022-06-10,Informático,Pendiente,Contrato de software
3592,311,6,Ipsum placeat animi dolor adipisci odit.,Abierto,2021-05-12,2022-12-27,Civil,Pendiente,Daños y perjuicios
3593,763,48,Ipsum doloremque voluptas magnam perferendis.,En proceso,2022-04-01,2023-01-30,Seguridad Social,Pendiente,Cotización incorrecta
3594,763,32,Accusamus rerum repellendus esse itaque magni sunt.,En proceso,2021-05-22,2022-11-08,Ambiental,Pendiente,Evaluación de impacto ambiental
3595,855,54,Adipisci explicabo temporibus necessitatibus alias nobis libero.,En proceso,2022-09-20,2025-05-10,Informático,Pendiente,Suplantación digital
3596,18,27,Veritatis nesciunt iure officiis consequatur.,Abierto,2021-03-25,2023-10-19,Internacional Público,Pendiente,Refugiados y asilo
3597,537,8,Consequuntur magni ad debitis incidunt modi deserunt.,En proceso,2022-05-22,2023-10-14,Civil,Pendiente,Arrendamientos
3598,634,4,Beatae quia libero ab rem impedit.,Cerrado,2023-11-08,2024-05-12,Penal,Ganado,Delitos informáticos
3599,88,54,Officiis maiores consectetur perferendis asperiores nihil cum.,Cerrado,2024-02-20,2025-05-05,Informático,Ganado,Hackeo o intrusión
3600,906,32,Quod enim perferendis dolore.,En proceso,2022-10-17,2023-05-18,Ambiental,Pendiente,Licencia ambiental
3601,643,28,Quasi deserunt laborum repellat distinctio ad eligendi.,En proceso,2021-06-17,2025-01-11,Internacional Privado,Pendiente,Contrato internacional
3602,823,48,Ut debitis nisi id delectus illo repudiandae.,Cerrado,2022-02-01,2025-02-01,Seguridad Social,Perdido,Reintegro de prestaciones
3603,244,18,Culpa illum minus ullam quae dolor doloribus.,En proceso,2023-07-17,2024-09-27,Administrativo,Pendiente,Multas municipales
3604,446,44,Excepturi porro mollitia nostrum ipsa dolor.,Cerrado,2021-07-21,2022-09-11,Notarial y Registral,Acuerdo,Constitución de sociedad
3605,894,6,Veritatis quas recusandae eveniet veniam molestias numquam.,Abierto,2022-06-18,2025-01-31,Civil,Pendiente,Daños y perjuicios
3606,375,6,Consequatur omnis fuga assumenda voluptates nihil.,Abierto,2022-05-14,2024-07-11,Civil,Pendiente,Reclamación por deuda
3607,94,44,Aliquam enim culpa numquam.,Cerrado,2021-10-12,2023-11-12,Notarial y Registral,Ganado,Registro de propiedad
3608,445,18,Ipsum animi dolores ab quam.,Abierto,2021-05-29,2024-12-21,Administrativo,Pendiente,Recursos administrativos
3609,1047,45,Quasi dolorum tempora unde.,En proceso,2022-03-30,2022-11-26,Notarial y Registral,Pendiente,Actos de compraventa
3610,185,54,Non pariatur molestias tempora ipsam omnis.,Cerrado,2022-10-21,2025-05-15,Informático,Acuerdo,Suplantación digital
3611,569,11,Expedita soluta nulla quas id necessitatibus.,En proceso,2022-06-26,2023-04-05,Laboral,Pendiente,Accidente de trabajo
3612,330,32,Temporibus voluptate doloribus accusamus reprehenderit.,En proceso,2022-11-24,2023-09-04,Ambiental,Pendiente,Protección de áreas naturales
3613,41,14,Quia at optio non magnam facere saepe delectus.,Abierto,2023-05-18,2024-07-27,Mercantil,Pendiente,Contratos mercantiles
3614,840,27,Rerum impedit nam dignissimos.,Abierto,2023-07-15,2024-08-05,Internacional Público,Pendiente,Conflictos fronterizos
3615,5,44,Quos veritatis similique non quasi ratione aliquam.,Abierto,2022-01-19,2023-07-17,Notarial y Registral,Pendiente,Escritura pública
3616,331,21,Cumque possimus corporis debitis aspernatur.,En proceso,2021-05-06,2024-02-17,Constitucional,Pendiente,Inconstitucionalidad de norma
3617,387,14,Qui ullam quaerat quis ratione quaerat.,Abierto,2022-04-16,2023-03-19,Mercantil,Pendiente,Incumplimiento comercial
3618,669,21,Fugit rem vero recusandae temporibus.,Abierto,2023-08-27,2023-09-16,Constitucional,Pendiente,Inconstitucionalidad de norma
3619,4,14,Impedit impedit dignissimos itaque.,Cerrado,2020-11-04,2023-12-29,Mercantil,Acuerdo,Registro de marca
3620,351,11,Vitae amet dicta nulla ipsa eos.,En proceso,2022-10-22,2025-04-23,Laboral,Pendiente,Negociación colectiva
3621,123,48,A nesciunt et praesentium recusandae facilis illo quaerat.,Cerrado,2021-10-29,2024-12-22,Seguridad Social,Perdido,Afiliación al sistema
3622,336,45,Fugiat aliquam occaecati.,Cerrado,2021-04-22,2025-05-19,Notarial y Registral,Perdido,Constitución de sociedad
3623,364,54,Recusandae exercitationem libero dolores exercitationem doloremque est fugit.,En proceso,2024-02-13,2025-03-21,Informático,Pendiente,Protección de datos personales
3624,418,54,Porro nulla neque repudiandae accusamus voluptatibus beatae.,Abierto,2020-08-22,2025-05-11,Informático,Pendiente,Suplantación digital
3625,1036,27,Harum magnam corporis.,Cerrado,2022-05-30,2022-11-28,Internacional Público,Acuerdo,Litigio entre Estados
3626,363,41,Ipsam neque dignissimos illo similique dignissimos error.,Cerrado,2021-04-26,2024-07-25,Familia,Perdido,Divorcio
3627,625,14,Nostrum illo sed facere itaque explicabo iste.,Abierto,2020-06-14,2022-09-10,Mercantil,Pendiente,Incumplimiento comercial
3628,318,6,Assumenda doloribus asperiores pariatur nostrum delectus consequatur cupiditate.,En proceso,2022-04-03,2023-11-29,Civil,Pendiente,Arrendamientos
3629,412,48,Quos aspernatur consequatur similique voluptatem ratione.,Abierto,2022-03-11,2024-04-26,Seguridad Social,Pendiente,Reintegro de prestaciones
3630,204,36,Odio sapiente voluptate possimus.,En proceso,2023-02-10,2023-08-13,Procesal,Pendiente,Medidas cautelares
3631,716,54,Repellendus sit provident mollitia maiores mollitia.,Abierto,2023-04-03,2025-05-14,Informático,Pendiente,Suplantación digital
3632,1083,44,Optio culpa magnam voluptates unde.,Cerrado,2020-10-29,2025-02-10,Notarial y Registral,Perdido,Actos de compraventa
3633,832,48,Nobis architecto cupiditate aut ut tempore vero.,Cerrado,2020-07-08,2024-02-04,Seguridad Social,Perdido,Incapacidad permanente
3634,866,6,Totam reiciendis repellendus sint aperiam nesciunt repellat.,En proceso,2020-12-20,2021-11-28,Civil,Pendiente,Sucesiones y herencias
3635,13,21,Sapiente amet aperiam numquam.,En proceso,2022-05-20,2025-01-24,Constitucional,Pendiente,Habeas corpus
3636,546,32,Deserunt quo non fugiat ipsam vero ipsum.,Abierto,2023-02-23,2024-07-07,Ambiental,Pendiente,Contaminación
3637,957,36,Labore sequi provident reprehenderit.,En proceso,2022-08-05,2023-06-05,Procesal,Pendiente,Competencia jurisdiccional
3638,944,27,Odit vero dolores.,En proceso,2024-05-22,2024-11-11,Internacional Público,Pendiente,Conflictos fronterizos
3639,859,8,Unde possimus eligendi dolore maxime nobis nulla.,En proceso,2023-08-03,2024-02-26,Civil,Pendiente,Arrendamientos
3640,613,41,Quam voluptate ex quae.,Cerrado,2023-08-31,2024-06-07,Familia,Acuerdo,Adopción
3641,309,11,Ut quo vero recusandae harum aspernatur.,En proceso,2022-01-03,2023-03-29,Laboral,Pendiente,Reinstalación
3642,818,27,Fugit sed ratione facere dolor exercitationem.,En proceso,2020-09-05,2025-05-05,Internacional Público,Pendiente,Tratado internacional
3643,725,48,Fugit qui neque officiis doloremque fugit sint.,En proceso,2020-08-27,2025-05-13,Seguridad Social,Pendiente,Reclamación de pensión
3644,918,11,Blanditiis labore architecto consequuntur fuga accusantium.,Abierto,2022-04-10,2024-09-23,Laboral,Pendiente,Reclamación de salarios
3645,704,36,Aspernatur officiis ipsum rem.,Cerrado,2021-09-27,2023-01-09,Procesal,Ganado,Medidas cautelares
3646,892,18,Atque fugit magni porro inventore laudantium natus.,En proceso,2022-12-28,2023-07-30,Administrativo,Pendiente,Contratación pública
3647,611,4,Repudiandae voluptates fuga ipsa.,Abierto,2023-02-27,2023-09-18,Penal,Pendiente,Fraude
3648,912,54,Aliquid necessitatibus ipsum aliquam mollitia.,Cerrado,2023-11-03,2024-04-05,Informático,Acuerdo,Suplantación digital
3649,867,11,Cum officiis nam.,En proceso,2020-11-04,2023-06-26,Laboral,Pendiente,Reclamación de salarios
3650,812,8,Velit explicabo id eligendi sapiente dolorem culpa.,Cerrado,2023-09-20,2024-03-16,Civil,Ganado,Arrendamientos
3651,629,4,Nemo inventore itaque exercitationem deserunt voluptatum natus at.,En proceso,2022-10-27,2024-03-16,Penal,Pendiente,Narcotráfico
3652,721,29,Velit dolorem necessitatibus possimus quidem.,En proceso,2022-10-01,2024-06-11,Internacional Privado,Pendiente,Adopción internacional
3653,831,54,Laborum eaque sequi nemo velit.,Cerrado,2022-10-16,2025-04-07,Informático,Ganado,Hackeo o intrusión
3654,231,14,Cumque in omnis a perferendis.,Cerrado,2021-08-14,2022-06-13,Mercantil,Perdido,Contratos mercantiles
3655,1063,17,Labore id distinctio dolores illo dignissimos repudiandae.,En proceso,2024-02-03,2025-02-14,Administrativo,Pendiente,Recursos administrativos
3656,1099,14,Et nisi corrupti aliquam harum maiores minus.,En proceso,2022-11-06,2023-09-21,Mercantil,Pendiente,Incumplimiento comercial
3657,1094,27,Rem tenetur itaque quod tenetur totam.,Abierto,2021-08-22,2021-09-19,Internacional Público,Pendiente,Extradición
3658,21,17,Itaque porro provident.,En proceso,2022-05-23,2023-02-08,Administrativo,Pendiente,Licencias y permisos
3659,21,41,Dolorum magnam eaque enim reiciendis quo.,Cerrado,2022-09-19,2025-01-26,Familia,Ganado,Divorcio
3660,336,54,Aspernatur neque tempora dignissimos fugiat.,Cerrado,2023-07-11,2023-07-25,Informático,Ganado,Suplantación digital
3661,820,4,Expedita iste provident suscipit asperiores placeat.,Cerrado,2020-07-09,2022-08-10,Penal,Acuerdo,Fraude
3662,367,2,Temporibus consequuntur beatae.,Cerrado,2023-07-06,2024-03-31,Penal,Acuerdo,Delitos informáticos
3663,1066,17,Rerum reprehenderit doloribus molestiae.,Abierto,2020-12-13,2024-08-17,Administrativo,Pendiente,Licencias y permisos
3664,85,2,Doloribus inventore magni dolorum itaque.,Cerrado,2022-11-24,2024-12-03,Penal,Perdido,Lesiones personales
3665,971,41,Voluptatem harum id occaecati.,Cerrado,2023-11-30,2024-09-26,Familia,Acuerdo,Divorcio
3666,852,32,A sunt dignissimos soluta commodi incidunt numquam.,Abierto,2023-01-07,2023-07-03,Ambiental,Pendiente,Contaminación
3667,759,11,Aliquam facilis beatae sunt deserunt nostrum vitae.,Abierto,2023-07-18,2023-08-15,Laboral,Pendiente,Despido injustificado
3668,95,2,Voluptatum corrupti perferendis inventore.,En proceso,2021-12-14,2024-01-15,Penal,Pendiente,Lesiones personales
3669,826,45,Cum harum molestiae alias explicabo.,Abierto,2022-12-30,2024-02-24,Notarial y Registral,Pendiente,Registro de propiedad
3670,417,54,Debitis aperiam totam maiores.,Abierto,2023-10-25,2024-11-04,Informático,Pendiente,Ciberacoso
3671,199,27,Molestiae blanditiis fugiat error reprehenderit dicta ea.,En proceso,2022-11-12,2023-07-11,Internacional Público,Pendiente,Extradición
3672,898,48,Sit ad fuga id dolorem tenetur.,En proceso,2023-09-24,2023-10-11,Seguridad Social,Pendiente,Reintegro de prestaciones
3673,885,54,Qui minima quam quibusdam.,Cerrado,2023-01-14,2023-10-12,Informático,Acuerdo,Delito informático
3674,40,32,Esse recusandae tenetur quod.,En proceso,2023-06-02,2024-03-03,Ambiental,Pendiente,Contaminación
3675,332,32,Hic minima beatae.,Cerrado,2020-06-10,2021-10-21,Ambiental,Acuerdo,Contaminación
3676,418,2,Ratione officiis dolorum in aut.,Cerrado,2021-01-02,2025-04-10,Penal,Perdido,Narcotráfico
3677,473,6,Temporibus facilis odio magni ad ut.,Cerrado,2024-02-26,2024-11-09,Civil,Perdido,Reclamación por deuda
3678,89,16,Quidem fugiat necessitatibus quidem.,Cerrado,2024-03-29,2024-12-12,Administrativo,Perdido,Recursos administrativos
3679,865,41,Quod minima odio consequatur.,En proceso,2020-10-11,2023-06-14,Familia,Pendiente,Adopción
3680,338,54,In occaecati molestiae maxime temporibus illo.,Cerrado,2021-09-24,2024-08-27,Informático,Ganado,Suplantación digital
3681,240,11,Corporis distinctio perspiciatis iure delectus.,Cerrado,2024-05-11,2024-12-05,Laboral,Perdido,Negociación colectiva
3682,979,38,Minus excepturi voluptatibus quisquam ut animi quasi.,Abierto,2023-12-06,2024-07-08,Procesal,Pendiente,Ejecución de sentencia
3683,378,27,Iure accusantium minus dolore eum odio.,Abierto,2024-05-13,2024-06-20,Internacional Público,Pendiente,Litigio entre Estados
3684,680,36,Incidunt velit labore unde consequatur amet illo.,Abierto,2021-03-18,2022-01-24,Procesal,Pendiente,Nulidad procesal
3685,901,41,Animi corporis saepe placeat ut numquam.,Abierto,2020-07-14,2024-06-15,Familia,Pendiente,Manutención
3686,984,29,A placeat doloribus culpa.,Cerrado,2021-06-27,2021-11-22,Internacional Privado,Perdido,Adopción internacional
3687,667,18,Harum quis corporis.,Cerrado,2021-01-05,2025-01-03,Administrativo,Acuerdo,Licencias y permisos
3688,669,38,Tenetur excepturi alias in maiores quia.,Abierto,2022-12-16,2024-10-18,Procesal,Pendiente,Recurso de apelación
3689,1095,54,Harum numquam reprehenderit dolor magni.,Abierto,2023-07-12,2025-04-25,Informático,Pendiente,Ciberacoso
3690,168,4,Impedit molestias ullam natus voluptas soluta.,Abierto,2021-09-22,2023-02-01,Penal,Pendiente,Lesiones personales
3691,447,21,Non assumenda laudantium quas.,Abierto,2020-12-22,2022-01-29,Constitucional,Pendiente,Acción de tutela
3692,7,44,Modi illo incidunt suscipit sequi.,En proceso,2022-04-25,2023-02-13,Notarial y Registral,Pendiente,Constitución de sociedad
3693,379,27,Reiciendis non quo.,Abierto,2021-11-15,2022-08-05,Internacional Público,Pendiente,Litigio entre Estados
3694,486,45,Dicta quas animi sequi.,En proceso,2024-05-07,2024-10-04,Notarial y Registral,Pendiente,Constitución de sociedad
3695,1014,41,Quod laboriosam nobis repudiandae ipsa.,Abierto,2022-05-03,2024-06-04,Familia,Pendiente,Adopción
3696,1098,48,Quas reprehenderit dignissimos.,En proceso,2021-02-06,2021-12-21,Seguridad Social,Pendiente,Afiliación al sistema
3697,710,44,Tempora nostrum quia fuga.,En proceso,2022-11-24,2025-02-23,Notarial y Registral,Pendiente,Testamento
3698,666,45,Adipisci fugit vero porro.,Abierto,2022-12-13,2024-10-14,Notarial y Registral,Pendiente,Constitución de sociedad
3699,349,38,Ipsum aliquam consectetur nostrum mollitia.,En proceso,2023-03-23,2023-10-16,Procesal,Pendiente,Ejecución de sentencia
3700,208,11,Vitae illum ex cum.,Cerrado,2022-04-11,2022-11-29,Laboral,Ganado,Negociación colectiva
3701,755,21,Quae excepturi voluptatibus aliquam.,En proceso,2021-12-22,2023-11-22,Constitucional,Pendiente,Acción de amparo
3702,113,28,Impedit minus ipsa consequuntur similique.,Cerrado,2022-05-26,2024-11-25,Internacional Privado,Ganado,Adopción internacional
3703,744,54,Sint nisi omnis amet error laboriosam consequatur.,Cerrado,2020-10-01,2024-06-21,Informático,Acuerdo,Delito informático
3704,931,17,Assumenda facere voluptatum eveniet porro earum.,Cerrado,2022-09-24,2025-01-17,Administrativo,Perdido,Multas municipales
3705,440,14,Distinctio fugit deserunt commodi possimus consequatur autem.,Cerrado,2023-11-02,2024-06-23,Mercantil,Ganado,Quiebra o insolvencia
3706,606,31,Incidunt temporibus non optio dolorem harum est veniam.,Abierto,2022-01-15,2024-09-06,Internacional Privado,Pendiente,Herencia transnacional
3707,615,8,Quidem velit similique ad.,En proceso,2023-04-26,2023-08-13,Civil,Pendiente,Arrendamientos
3708,533,28,Ut natus repellendus optio totam ab.,Cerrado,2020-09-28,2021-02-04,Internacional Privado,Acuerdo,Divorcio internacional
3709,474,4,Aspernatur fugiat sed numquam.,Cerrado,2023-06-18,2023-07-11,Penal,Acuerdo,Fraude
3710,400,2,Nihil reiciendis quia atque ipsa.,Abierto,2021-08-20,2021-11-17,Penal,Pendiente,Fraude
3711,171,14,Eaque veniam natus at.,Abierto,2024-02-06,2025-03-27,Mercantil,Pendiente,Registro de marca
3712,1068,14,Facilis nam ratione omnis totam corrupti quaerat veritatis.,En proceso,2022-12-22,2023-01-29,Mercantil,Pendiente,Contratos mercantiles
3713,1051,27,Quos optio error expedita autem magnam corrupti.,Cerrado,2023-04-03,2024-04-10,Internacional Público,Acuerdo,Refugiados y asilo
3714,723,11,Quam ex enim.,Abierto,2022-01-01,2022-01-04,Laboral,Pendiente,Reinstalación
3715,403,32,Quibusdam totam velit delectus dicta autem nisi.,Abierto,2021-08-04,2023-02-01,Ambiental,Pendiente,Daño ecológico
3716,377,54,Laboriosam sed voluptates magni accusamus.,Cerrado,2021-01-22,2025-01-25,Informático,Acuerdo,Delito informático
3717,251,21,Vero provident aliquam ullam saepe doloribus consequuntur.,Cerrado,2020-05-30,2023-10-25,Constitucional,Acuerdo,Inconstitucionalidad de norma
3718,436,27,Blanditiis fugiat qui quaerat nemo.,Cerrado,2023-02-26,2024-06-01,Internacional Público,Acuerdo,Derechos humanos
3719,103,31,Id iste et cumque itaque.,Abierto,2024-01-28,2024-11-27,Internacional Privado,Pendiente,Adopción internacional
3720,730,36,Eveniet neque quos aut repellat dolore atque.,Cerrado,2020-06-14,2021-01-25,Procesal,Acuerdo,Competencia jurisdiccional
3721,572,14,Voluptatem quasi facere.,Cerrado,2023-03-25,2023-12-07,Mercantil,Perdido,Incumplimiento comercial
3722,907,45,Non amet animi fugiat molestias.,En proceso,2024-01-04,2025-04-27,Notarial y Registral,Pendiente,Legalización de documentos
3723,134,11,Exercitationem nesciunt magnam nesciunt ea id aut et.,Cerrado,2023-11-17,2024-10-13,Laboral,Ganado,Acoso laboral
3724,280,54,Exercitationem occaecati quos quia omnis hic consequuntur nisi.,En proceso,2021-08-01,2021-09-01,Informático,Pendiente,Hackeo o intrusión
3725,771,38,Assumenda exercitationem magni quia eius maxime.,En proceso,2021-05-16,2021-05-22,Procesal,Pendiente,Competencia jurisdiccional
3726,108,17,Animi fugit veritatis maxime ad impedit.,En proceso,2023-01-25,2024-01-03,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
3727,76,36,Nesciunt cumque doloribus laborum.,Abierto,2024-02-24,2024-05-05,Procesal,Pendiente,Recurso de apelación
3728,983,32,Architecto ab accusamus temporibus.,Abierto,2022-04-08,2022-10-18,Ambiental,Pendiente,Licencia ambiental
3729,698,2,Libero laudantium fugiat.,Abierto,2021-11-07,2022-11-27,Penal,Pendiente,Robo o hurto
3730,839,44,Beatae explicabo rerum error.,En proceso,2024-04-04,2025-03-11,Notarial y Registral,Pendiente,Registro de propiedad
3731,349,17,Quidem reiciendis minus.,En proceso,2023-02-08,2024-11-12,Administrativo,Pendiente,Recursos administrativos
3732,1054,27,Ipsam aliquid totam odio provident.,En proceso,2024-05-17,2024-09-20,Internacional Público,Pendiente,Extradición
3733,760,38,Quos iure quas quaerat vel recusandae corporis commodi.,Cerrado,2021-04-07,2022-08-06,Procesal,Ganado,Medidas cautelares
3734,673,21,Earum impedit doloremque voluptate vitae eligendi ea.,En proceso,2021-03-30,2024-07-13,Constitucional,Pendiente,Conflicto de competencias
3735,1065,38,Deleniti reiciendis quas modi soluta.,Abierto,2020-11-18,2022-12-19,Procesal,Pendiente,Medidas cautelares
3736,106,44,Dolor ex similique in.,Abierto,2022-07-02,2025-04-08,Notarial y Registral,Pendiente,Constitución de sociedad
3737,948,8,Eligendi perferendis veritatis excepturi tenetur magni recusandae.,En proceso,2024-05-16,2024-08-12,Civil,Pendiente,Arrendamientos
3738,282,36,Veniam nobis error.,Cerrado,2021-09-08,2023-11-09,Procesal,Acuerdo,Medidas cautelares
3739,168,14,Inventore suscipit harum illo.,Cerrado,2023-02-22,2023-05-02,Mercantil,Ganado,Quiebra o insolvencia
3740,538,48,Ex quisquam accusantium et distinctio accusamus.,Cerrado,2022-03-04,2024-11-17,Seguridad Social,Ganado,Cotización incorrecta
3741,872,48,Magnam rem dolores blanditiis nihil.,Cerrado,2021-05-07,2024-11-08,Seguridad Social,Ganado,Afiliación al sistema
3742,170,27,Alias blanditiis quae laboriosam pariatur.,Abierto,2024-04-09,2024-11-30,Internacional Público,Pendiente,Conflictos fronterizos
3743,430,14,Molestiae molestiae fuga qui quod recusandae nostrum sapiente.,En proceso,2021-06-17,2022-08-13,Mercantil,Pendiente,Competencia desleal
3744,1099,21,Dolore pariatur odio doloribus.,Abierto,2023-02-11,2024-02-06,Constitucional,Pendiente,Acción de amparo
