ID Caso,Fecha de Facturación,Fecha de Pago,Tarifa por Hora,Deuda Pendiente,Pagos Recibidos
2733,2025-03-02,,194.83,5818.02,1780.35
2734,2021-01-15,,234.95,1605.7,18600.0
2735,2024-01-17,,256.03,9153.17,7232.75
2736,2020-07-01,2020-07-05,263.23,0.0,21848.09
2737,2022-05-08,,135.92,1899.98,2449.46
2738,2022-12-31,2024-06-09,260.14,0.0,8064.34
2739,2021-02-19,2021-02-28,52.73,0.0,474.57
2740,2024-05-08,,242.39,12361.81,8483.73
2741,2022-12-22,,148.17,1204.2,2500.05
2742,2024-01-09,,126.26,3802.16,2637.1
2743,2023-11-01,,124.01,1676.87,5019.67
2744,2021-10-12,,72.31,5457.91,905.37
2745,2025-03-28,2025-04-22,180.31,0.0,12441.39
2746,2024-06-29,,111.26,3555.35,4789.15
2747,2021-11-11,,67.27,2622.37,1951.99
2748,2021-03-17,,122.38,785.02,10473.94
2749,2023-09-08,2023-09-28,171.93,0.0,7908.78
2750,2023-11-17,,232.68,4865.97,485.67
2751,2022-02-27,,157.91,3667.32,2333.26
2752,2024-08-25,,93.87,1738.39,139.01
2753,2022-10-08,,265.25,9375.55,4417.45
2754,2022-09-21,2024-04-10,212.21,0.0,15915.75
2755,2024-09-06,2024-10-03,249.61,0.0,1497.66
2756,2022-06-23,,175.72,5877.53,8004.35
2757,2020-06-15,,74.49,1533.3,2638.14
2758,2024-05-26,,128.5,9019.85,2416.65
2759,2024-04-03,,209.5,1250.7,12995.3
2760,2022-06-27,,209.32,9713.65,543.03
2761,2024-10-02,2024-12-09,70.83,0.0,2691.54
2762,2023-12-29,,180.68,14854.08,684.4
2763,2023-11-06,,115.07,5163.72,5422.72
2764,2022-12-28,,211.45,4903.79,8417.56
2765,2021-05-03,2021-07-05,52.87,0.0,4441.08
2766,2020-10-12,2020-12-25,272.53,0.0,11718.79
2767,2023-11-22,,158.36,1227.06,4315.54
2768,2022-12-08,,101.49,5563.57,627.32
2769,2024-06-19,,179.48,2715.71,11642.69
2770,2021-09-22,,125.2,7850.62,1539.38
2771,2023-11-03,,91.38,3309.68,3635.2
2772,2021-05-21,,66.9,886.75,49.85
2773,2022-08-09,2024-04-01,211.74,0.0,9316.56
2774,2023-06-14,,252.8,4306.4,1002.4
2775,2021-08-23,,177.23,355.27,1062.57
2776,2023-01-21,,246.62,11173.87,4116.57
2777,2020-08-18,2020-08-24,127.4,0.0,8153.6
2778,2021-12-16,,207.32,13059.55,5391.93
2779,2024-03-25,,82.89,868.05,2033.1
2780,2021-09-22,,195.54,1255.23,8717.31
2781,2022-09-11,,55.09,75.35,1577.35
2782,2024-02-14,,283.34,3735.09,3065.07
2783,2024-08-08,,229.4,3505.7,5670.3
2784,2023-07-22,,121.59,5134.81,458.33
2785,2023-12-25,,54.47,3199.35,68.85
2786,2023-07-16,,184.08,3866.39,6810.25
2787,2023-11-01,2023-11-04,178.51,0.0,3213.18
2788,2023-12-25,,87.37,1147.43,1124.19
2789,2023-04-08,,147.99,859.97,915.91
2790,2024-05-06,2024-05-26,91.02,0.0,8373.84
2791,2021-07-06,,264.45,12807.21,1737.54
2792,2024-01-04,,210.79,826.32,12242.66
2793,2022-01-19,,114.34,2030.56,370.58
2794,2022-07-05,,178.98,1212.39,13642.95
2795,2022-10-26,2023-10-03,113.27,0.0,5776.77
2796,2022-12-21,,259.96,7334.28,1244.4
2797,2023-03-30,,63.05,5586.58,24.87
2798,2023-08-16,,195.39,1134.5,10784.29
2799,2023-07-13,2023-09-16,166.95,0.0,5676.3
2800,2022-07-15,2022-10-22,292.56,0.0,2633.04
2801,2021-03-28,,290.19,24927.99,1479.3
2802,2022-11-12,,234.59,14867.02,2023.46
2803,2024-05-07,,119.97,130.33,949.4
2804,2024-03-22,2024-07-26,161.65,0.0,1778.15
2805,2024-01-25,,285.64,3296.17,417.15
2806,2024-07-04,,142.09,156.42,1264.48
2807,2021-12-14,,227.31,1359.35,3186.85
2808,2023-12-05,,237.81,4085.47,1146.35
2809,2023-11-30,,125.66,4771.74,4401.44
2810,2021-02-27,,221.16,2540.94,4093.86
2811,2022-01-23,,52.44,1992.06,734.82
2812,2024-11-30,,105.01,172.14,2348.1
2813,2023-07-09,,185.28,11059.71,6356.61
2814,2023-02-06,,180.48,5720.38,11244.74
2815,2021-11-26,,99.13,229.61,761.69
2816,2022-08-17,,203.08,3709.43,11115.41
2817,2022-02-01,2022-05-05,135.76,0.0,12218.4
2818,2024-05-29,,107.14,9519.89,1086.97
2819,2023-08-04,,281.87,4066.18,3826.18
2820,2021-08-17,,292.79,22472.46,3878.64
2821,2021-09-28,,121.8,7327.77,4608.63
2822,2022-01-09,,195.68,2197.96,1911.32
2823,2021-03-05,2024-04-01,148.52,0.0,14554.96
2824,2024-12-09,,108.07,3550.5,6500.01
2825,2024-02-20,2024-02-20,203.56,0.0,15674.12
2826,2024-08-16,,147.4,695.81,335.99
2827,2024-08-23,,259.08,1732.93,4744.07
2828,2022-05-10,,236.28,647.84,6676.84
2829,2024-04-21,,206.25,4153.56,796.44
2830,2023-01-04,,120.8,420.96,7551.84
2831,2022-08-27,,164.93,1257.02,1052.0
2832,2022-01-05,2022-02-11,162.34,0.0,12662.52
2833,2023-07-04,,293.42,6171.25,1457.67
2834,2024-05-09,,57.43,1883.15,2022.09
2835,2021-09-20,2024-04-22,151.46,0.0,6815.7
2836,2023-12-20,,75.54,1831.1,435.1
2837,2021-12-21,2022-01-17,270.84,0.0,18687.96
2838,2022-08-22,2023-04-07,116.34,0.0,3257.52
2839,2023-07-13,,175.08,13593.6,1813.44
2840,2024-07-11,2025-04-13,101.56,0.0,2945.24
2841,2023-08-15,,62.55,4069.99,1121.66
2842,2023-07-28,,125.77,9942.07,1125.69
2843,2024-08-07,,177.19,56.03,6854.38
2844,2022-06-16,,122.51,7360.08,3910.84
2845,2021-12-20,,253.49,7957.04,12829.14
2846,2023-08-09,2023-12-05,214.63,0.0,9872.98
2847,2023-07-17,,112.12,2026.11,8737.41
2848,2021-12-23,,270.06,5431.25,19144.21
2849,2024-01-19,,83.13,671.72,2404.09
2850,2024-06-01,2024-08-15,129.84,0.0,1947.6
2851,2021-05-22,,223.63,1088.88,923.79
2852,2024-02-19,2024-06-26,67.23,0.0,5781.78
2853,2024-05-10,,140.52,6476.78,127.66
2854,2020-07-30,,251.97,14275.05,4118.76
2855,2023-12-29,2024-07-10,275.66,0.0,4134.9
2856,2021-11-30,,184.72,369.92,9789.68
2857,2022-12-05,,159.38,665.09,8738.33
2858,2022-12-26,,255.98,7099.86,4675.22
2859,2023-10-29,,197.92,9753.62,1131.98
2860,2023-05-19,,171.58,3986.69,4077.57
2861,2021-12-04,,70.33,3921.03,2830.65
2862,2022-09-25,,193.59,5961.71,7396.0
2863,2020-10-30,2021-01-02,298.53,0.0,13732.38
2864,2023-02-06,2023-02-27,180.23,0.0,15499.78
2865,2022-12-30,,265.46,2690.62,8193.24
2866,2022-08-12,2023-01-06,293.53,0.0,4109.42
2867,2023-09-06,2023-09-13,254.17,0.0,13725.18
2868,2023-01-21,,184.96,8408.13,1209.79
2869,2023-03-18,,281.56,1690.13,1125.47
2870,2023-03-26,,178.81,1471.5,3892.8
2871,2021-03-06,,139.41,2793.8,2922.01
2872,2023-05-30,2023-07-14,202.64,0.0,19048.16
2873,2023-03-23,,261.06,3915.43,0.47
2874,2023-09-13,2023-12-18,149.8,0.0,2396.8
2875,2024-02-11,,195.09,1543.31,992.86
2876,2022-03-31,,265.9,5164.07,16639.73
2877,2021-12-26,,193.47,427.89,9439.08
2878,2021-01-11,2021-04-07,289.74,0.0,18543.36
2879,2021-07-16,2021-10-23,77.35,0.0,6961.5
2880,2023-01-23,,61.11,2009.36,1718.35
2881,2024-12-31,,193.63,3329.37,9643.84
2882,2024-01-02,,100.55,83.54,2028.01
2883,2021-05-22,2021-06-10,174.67,0.0,4716.09
2884,2022-02-17,,57.46,3848.09,1093.47
2885,2022-09-10,,182.06,6252.41,7948.27
2886,2022-03-25,2022-06-08,211.94,0.0,12928.34
2887,2023-06-18,,138.95,208.71,12296.79
2888,2023-04-14,,250.65,2772.64,987.11
2889,2023-12-22,,146.91,2467.84,3261.65
2890,2023-12-06,,114.95,606.49,2037.36
2891,2022-12-08,2023-01-18,101.21,0.0,7489.54
2892,2022-07-01,,66.67,221.59,911.8
2893,2021-01-08,,202.19,8651.01,1458.49
2894,2022-11-09,2023-08-08,157.9,0.0,6789.7
2895,2023-01-23,2023-11-21,179.3,0.0,4123.9
2896,2022-08-27,,116.57,1070.14,911.55
2897,2024-01-24,,103.7,8703.6,1459.0
2898,2020-08-04,,58.24,58.28,291.16
2899,2023-03-19,,244.38,19448.92,4500.32
2900,2022-07-22,,126.54,1147.66,2648.54
2901,2022-09-15,,126.74,7376.09,2256.15
2902,2024-10-30,2025-03-06,108.91,0.0,10891.0
2903,2022-05-09,,152.71,4660.4,4349.49
2904,2024-04-13,,294.46,20547.73,8603.81
2905,2023-06-25,,103.02,6268.95,736.41
2906,2022-08-17,,54.9,1677.81,463.29
2907,2022-01-22,,63.35,2064.63,2940.02
2908,2024-10-24,2024-12-04,54.93,0.0,5383.14
2909,2024-08-07,,262.38,9760.77,6244.41
2910,2022-06-18,2022-11-24,85.39,0.0,2305.53
2911,2021-12-31,2022-02-03,128.03,0.0,5121.2
2912,2022-01-31,,64.5,2661.62,563.38
2913,2021-02-13,,129.53,4849.68,3958.36
2914,2023-10-13,,145.81,2916.12,1749.8
2915,2023-02-03,2023-04-25,166.74,0.0,14172.9
2916,2023-04-05,,158.61,7456.14,4122.39
2917,2024-02-05,,207.36,1607.52,9589.92
2918,2022-05-20,,177.56,4.37,8163.39
2919,2024-03-04,,223.46,13376.12,6064.9
2920,2022-03-13,,152.45,12535.68,270.12
2921,2023-11-28,,140.95,2292.23,103.92
2922,2022-02-17,,268.24,4411.18,417.14
2923,2024-06-08,,232.31,6642.51,6831.47
2924,2022-05-17,,268.3,7059.68,452.72
2925,2024-10-16,,244.51,5134.87,8557.69
2926,2023-11-02,,81.34,418.06,639.36
2927,2022-05-28,,174.15,3033.87,100.83
2928,2024-01-05,,252.93,1057.77,6530.13
2929,2023-08-18,2023-09-07,84.42,0.0,1266.3
2930,2023-03-27,,148.78,405.29,1528.85
2931,2024-01-15,,55.0,1730.25,744.75
2932,2023-03-17,,123.08,7481.14,26.74
2933,2023-01-22,,274.6,11674.14,3978.06
2934,2022-09-11,,77.66,875.29,367.27
2935,2022-08-21,2024-03-02,83.44,0.0,584.08
2936,2025-01-06,,94.2,1310.6,1044.4
2937,2023-01-31,2023-03-08,133.94,0.0,8304.28
2938,2020-08-28,,160.01,2472.29,4408.14
2939,2022-06-27,,291.62,8331.15,125.83
2940,2022-09-04,,54.85,2375.29,2561.21
2941,2024-07-19,2024-07-20,96.32,0.0,3274.88
2942,2022-06-10,2023-01-28,180.05,0.0,12603.5
2943,2023-01-08,2023-01-16,105.29,0.0,842.32
2944,2021-03-07,,194.78,4349.12,1299.5
2945,2024-02-06,,173.53,4593.97,11370.79
2946,2021-06-14,2021-12-19,294.72,0.0,2947.2
2947,2022-01-04,2022-04-13,103.7,0.0,4148.0
2948,2023-06-25,,210.15,11005.91,4755.34
2949,2023-10-24,,215.83,9351.19,2951.12
2950,2023-03-14,2023-03-31,151.77,0.0,7284.96
2951,2020-10-24,,104.96,948.17,8183.35
2952,2023-04-21,,97.47,1835.42,2550.73
2953,2023-05-22,2023-06-07,148.47,0.0,8165.85
2954,2023-06-25,,232.91,6040.67,6303.56
2955,2021-05-31,,193.47,204.97,2503.61
2956,2022-10-14,,294.31,8986.39,8377.9
2957,2022-02-20,,115.18,3446.79,2427.39
2958,2021-07-31,2021-10-20,271.29,0.0,2984.19
2959,2020-09-30,,70.94,1204.7,1561.96
2960,2024-08-05,,101.17,6881.75,1211.85
2961,2023-10-04,,281.44,2219.63,6786.45
2962,2024-04-18,,70.07,1200.85,2653.0
2963,2024-07-26,,50.81,309.2,351.33
2964,2022-09-10,,78.66,87.51,5811.99
2965,2024-03-10,2024-06-28,107.07,0.0,8351.46
2966,2021-11-28,,229.45,8593.34,12974.96
2967,2024-02-05,,127.88,311.76,2629.48
2968,2021-10-03,,263.05,7882.54,10267.91
2969,2021-06-11,,136.42,9085.56,3465.08
2970,2023-01-30,,57.4,657.69,4336.11
2971,2023-01-19,2024-07-24,290.84,0.0,21522.16
2972,2021-02-01,,94.67,2896.21,322.57
2973,2021-01-04,,282.11,1556.2,4368.11
2974,2024-08-23,2024-09-12,257.56,0.0,13908.24
2975,2022-03-17,,119.98,4355.38,4403.16
2976,2021-07-10,2021-10-16,283.04,0.0,3962.56
2977,2022-04-13,,200.56,13884.97,3563.75
2978,2022-08-18,,102.43,1457.15,181.73
2979,2022-05-11,,143.43,3060.48,3107.01
2980,2024-06-04,,113.74,1667.61,607.19
2981,2022-02-03,,134.64,4186.28,3488.2
2982,2024-01-03,,102.3,1247.16,2231.04
2983,2022-07-24,,81.47,7811.67,172.39
2984,2021-02-04,,292.92,23510.42,5488.66
2985,2024-05-13,,130.49,9450.16,206.1
2986,2024-05-01,,131.64,3352.26,2571.54
2987,2022-10-13,,226.51,4987.51,15398.39
2988,2021-05-17,,94.0,106.81,1021.19
2989,2024-05-01,,192.68,519.4,4875.64
2990,2021-12-16,2022-07-09,278.86,0.0,4461.76
2991,2023-04-23,,252.96,19788.37,5507.63
2992,2023-05-04,,205.25,14572.61,2668.39
2993,2023-04-08,2023-08-09,236.05,0.0,10858.3
2994,2024-11-27,2024-11-29,124.18,0.0,10679.48
2995,2022-02-08,,201.0,12699.53,1973.47
2996,2024-01-03,,109.65,205.46,452.44
2997,2025-02-27,,164.0,274.01,4645.99
2998,2021-07-12,2021-09-24,275.54,0.0,4408.64
2999,2023-10-18,,200.59,1818.9,16033.61
3000,2023-02-07,,195.23,5952.58,11032.43
3001,2023-01-21,2023-01-31,219.97,0.0,17817.57
3002,2021-08-23,2021-09-13,174.43,0.0,17268.57
3003,2024-11-17,,184.0,1929.66,6166.34
3004,2024-03-28,2024-10-14,73.03,0.0,4966.04
3005,2022-01-23,,66.44,353.52,3699.32
3006,2022-02-17,2022-04-09,292.34,0.0,4677.44
3007,2024-06-14,,262.53,3935.71,2102.48
3008,2023-01-20,,259.89,7841.46,3073.92
3009,2024-01-24,2024-05-22,246.89,0.0,22466.99
3010,2023-05-07,,267.19,9534.38,1954.79
3011,2020-09-20,,57.26,292.37,5319.11
3012,2022-08-17,,153.39,594.51,3240.24
3013,2023-02-28,2023-04-09,296.31,0.0,13037.64
3014,2023-04-22,,133.56,1122.49,1014.47
3015,2022-07-12,,239.92,12498.58,3336.14
3016,2023-12-23,2024-02-12,185.76,0.0,11331.36
3017,2022-11-20,,123.89,3240.37,971.89
3018,2022-04-09,2022-04-09,68.48,0.0,2191.36
3019,2021-02-09,,264.67,1192.83,924.53
3020,2024-03-26,,264.6,15208.96,3842.24
3021,2023-02-27,2024-03-20,277.49,0.0,26639.04
3022,2023-05-20,,107.64,769.7,3428.26
3023,2023-02-14,,186.88,1399.13,1404.07
3024,2023-10-15,,88.0,2161.2,4262.8
3025,2023-12-25,2024-02-26,103.44,0.0,2792.88
3026,2023-11-22,,263.89,5748.95,56.63
3027,2021-09-12,,142.39,645.02,3911.46
3028,2024-01-21,2025-03-23,113.75,0.0,2161.25
3029,2024-07-04,,276.15,6611.05,2501.9
3030,2024-02-03,,250.39,12754.36,9279.96
3031,2022-05-31,,251.11,1860.92,6425.71
3032,2021-03-29,,240.29,4264.99,15679.08
3033,2022-07-21,2022-09-07,143.91,0.0,4029.48
3034,2024-07-29,,83.68,5239.11,1287.93
3035,2023-08-14,,190.16,13931.78,5084.22
3036,2021-10-19,2021-11-09,190.31,0.0,17318.21
3037,2023-02-05,,127.7,883.26,1543.04
3038,2024-02-05,,167.09,936.12,12431.08
3039,2022-11-29,,87.68,2712.27,1584.05
3040,2021-10-25,2021-12-12,212.5,0.0,1062.5
3041,2023-07-14,2023-07-29,205.88,0.0,15646.88
3042,2023-09-29,,177.88,1265.68,2825.56
3043,2021-10-03,2023-02-19,202.33,0.0,6879.22
3044,2023-03-06,,249.06,3228.22,4990.76
3045,2024-03-23,,136.08,5644.72,4969.52
3046,2023-07-14,,133.4,421.22,5314.98
3047,2023-04-10,2023-09-04,281.06,0.0,4215.9
3048,2022-11-23,,183.85,749.25,721.55
3049,2023-06-23,,123.55,6264.16,2754.99
3050,2022-05-06,2022-05-13,238.02,0.0,15709.32
3051,2024-08-05,,270.36,588.78,17254.98
3052,2023-09-05,,189.93,1743.47,345.76
3053,2022-03-13,,230.19,22020.24,538.38
3054,2023-03-18,2023-07-06,168.44,0.0,11285.48
3055,2024-11-14,2024-11-22,183.54,0.0,15967.98
3056,2023-07-21,,124.05,662.68,453.77
3057,2022-01-12,,108.09,3915.99,1380.42
3058,2024-05-30,2025-01-01,130.4,0.0,6389.6
3059,2021-10-23,,163.6,16.93,3091.47
3060,2023-07-30,,83.75,2641.98,4811.77
3061,2021-07-29,,141.42,919.32,1626.24
3062,2021-11-26,,280.09,12536.14,4829.44
3063,2022-06-12,,171.96,84.16,4902.68
3064,2023-10-06,2024-03-11,78.06,0.0,1327.02
3065,2022-08-10,2024-11-17,182.61,0.0,1278.27
3066,2021-03-12,2021-09-07,66.56,0.0,1797.12
3067,2022-05-10,2023-03-19,106.96,0.0,2460.08
3068,2024-05-02,,61.54,1731.81,2514.45
3069,2020-12-29,,286.42,3309.62,23327.44
3070,2022-04-27,2022-11-30,147.39,0.0,2653.02
3071,2021-05-29,,288.7,8363.91,12711.19
3072,2022-09-06,,66.33,623.63,437.65
3073,2021-05-07,,137.18,1035.22,4451.98
3074,2024-08-21,,105.96,1736.44,4727.12
3075,2022-07-21,2023-06-03,111.17,0.0,6336.69
3076,2023-02-06,2023-04-21,296.87,0.0,23749.6
3077,2024-03-02,,216.08,1501.47,9518.61
3078,2023-12-02,,274.45,1275.52,3664.58
3079,2022-11-07,2023-01-01,104.97,0.0,10392.03
3080,2022-02-01,,249.18,8043.81,13385.67
3081,2024-07-03,,298.13,1019.02,1664.15
3082,2024-08-21,2025-03-11,149.67,0.0,13170.96
3083,2022-11-21,2023-03-07,276.93,0.0,26031.42
3084,2022-06-27,,236.12,2521.87,12117.57
3085,2020-08-18,2021-11-21,109.67,0.0,658.02
3086,2022-07-31,,52.79,110.5,206.24
3087,2024-02-25,,66.58,251.46,2744.64
3088,2025-02-10,2025-03-22,231.51,0.0,21298.92
3089,2022-11-21,,210.2,484.4,3929.8
3090,2024-01-20,,224.73,5025.48,6435.75
3091,2021-02-16,2021-02-17,100.28,0.0,7821.84
3092,2023-10-18,2024-07-23,227.97,0.0,6383.16
3093,2023-07-04,,124.12,5983.72,1587.6
3094,2024-08-14,,56.46,1818.1,779.06
3095,2024-09-04,2025-01-30,147.1,0.0,6766.6
3096,2023-10-21,2024-06-03,167.83,0.0,11580.27
3097,2021-02-17,2021-09-01,69.8,0.0,4327.6
3098,2022-08-05,,126.99,2087.62,579.17
3099,2024-08-21,,127.7,25.45,3294.75
3100,2024-05-17,,55.8,2112.08,733.72
3101,2023-06-12,2023-07-25,97.3,0.0,5448.8
3102,2024-05-27,,153.93,5615.16,7161.03
3103,2023-10-22,,203.98,8471.55,4991.13
3104,2022-11-20,,151.33,4969.33,1537.86
3105,2024-05-31,,122.51,490.39,734.71
3106,2022-03-15,,64.97,1177.56,1616.15
3107,2023-08-21,,146.25,1074.2,9602.05
3108,2024-03-06,2024-04-06,204.47,0.0,1840.23
3109,2021-11-14,,258.04,9756.79,2629.13
3110,2020-10-25,,165.64,8976.3,2287.22
3111,2021-07-23,,232.21,1203.83,18998.44
3112,2023-03-29,2023-06-09,253.51,0.0,1521.06
3113,2024-03-12,2024-07-03,187.9,0.0,10146.6
3114,2023-06-04,2024-11-05,171.46,0.0,2228.98
3115,2022-06-21,2022-08-14,92.24,0.0,4150.8
3116,2024-08-09,2025-03-21,270.65,0.0,3518.45
3117,2021-07-01,,113.17,1395.4,5960.65
3118,2020-10-05,2021-01-07,277.47,0.0,19700.37
3119,2023-10-26,,276.3,9574.51,3411.59
3120,2022-07-31,2022-08-10,263.47,0.0,23712.3
3121,2024-01-29,2024-03-24,63.7,0.0,4777.5
3122,2024-08-17,,216.91,19542.97,846.57
3123,2024-08-14,,84.56,763.93,3633.19
3124,2022-08-11,,268.73,1294.08,22085.43
3125,2022-06-13,,229.72,20776.23,2195.77
3126,2023-10-21,2025-03-22,239.92,0.0,7677.44
3127,2023-08-25,2024-01-03,252.33,0.0,16401.45
3128,2024-02-11,,221.17,14649.3,1053.77
3129,2022-09-05,2022-09-08,205.0,0.0,9225.0
3130,2023-08-26,,133.98,1352.37,8026.23
3131,2024-04-30,,194.88,7672.6,6943.4
3132,2023-12-27,,59.69,1354.46,1868.8
3133,2024-10-28,,62.12,2013.78,3639.14
3134,2022-04-05,2022-08-19,96.83,0.0,484.15
3135,2022-01-13,,292.43,7654.68,1995.51
3136,2022-02-13,,75.28,109.74,1621.7
3137,2022-06-26,,190.15,1658.23,5567.47
3138,2022-11-20,2024-10-09,171.56,0.0,4632.12
3139,2022-02-27,,240.71,7738.87,3333.79
3140,2023-03-12,2023-03-18,224.53,0.0,1571.71
3141,2024-08-26,,50.88,689.81,226.03
3142,2022-12-02,2023-03-25,226.39,0.0,19469.54
3143,2020-07-23,,124.59,3558.38,1549.81
3144,2024-04-23,,135.61,297.31,7703.68
3145,2024-11-13,2024-11-22,134.28,0.0,1208.52
3146,2024-10-23,,70.73,833.04,935.21
3147,2024-09-17,2024-10-11,254.02,0.0,22861.8
3148,2024-05-21,2024-06-23,120.56,0.0,12056.0
3149,2022-10-25,,71.35,571.45,5065.2
3150,2022-05-14,,207.07,2710.68,2466.07
3151,2021-04-11,,245.11,2726.3,1195.46
3152,2022-04-12,,99.59,940.87,4735.76
3153,2023-09-28,,112.28,2089.21,717.79
3154,2024-04-26,2024-07-17,150.73,0.0,12510.59
3155,2021-11-20,,280.71,170.74,2074.94
3156,2023-06-10,,99.92,1224.53,2072.83
3157,2022-11-30,,168.83,1300.5,556.63
3158,2022-04-17,2022-07-14,143.8,0.0,8484.2
3159,2024-04-06,2024-04-11,124.22,0.0,993.76
3160,2024-04-17,2024-06-06,148.35,0.0,8010.9
3161,2020-10-12,2021-04-06,67.94,0.0,2174.08
3162,2024-06-07,2025-04-11,231.96,0.0,6494.88
3163,2023-10-17,,68.03,1653.19,3313.0
3164,2023-08-10,,228.5,2529.37,16436.13
3165,2023-11-30,,59.3,2527.03,3106.47
3166,2023-03-28,,123.57,490.42,621.71
3167,2023-12-03,2024-02-18,144.61,0.0,3615.25
3168,2023-09-02,,224.64,4277.37,12121.35
3169,2022-02-04,2022-02-05,232.31,0.0,16029.39
3170,2023-06-19,,279.84,23759.63,4224.37
3171,2021-03-09,,242.07,9696.75,12331.62
3172,2023-11-04,,84.4,1702.1,829.9
3173,2023-11-10,,127.85,1894.27,7566.63
3174,2023-05-12,2023-05-14,262.44,0.0,3149.28
3175,2024-02-25,,145.31,8177.62,105.05
3176,2021-12-17,,181.63,9584.29,3129.81
3177,2024-10-01,,185.72,5993.49,4035.39
3178,2022-05-14,,285.09,3794.39,4188.13
3179,2023-10-23,2024-01-26,277.99,0.0,16679.4
3180,2023-05-16,,188.09,184.21,5270.4
3181,2021-11-24,,189.43,321.72,5929.47
3182,2022-02-24,,123.61,1619.91,1223.12
3183,2023-01-03,,241.86,7123.14,4728.0
3184,2024-07-20,,295.02,4260.84,8720.04
3185,2024-04-27,,69.03,4303.28,804.94
3186,2022-07-24,,174.5,5027.84,11724.16
3187,2020-06-26,,143.24,3074.4,363.36
3188,2023-10-30,,116.6,5039.61,3705.39
3189,2023-09-05,,76.59,2062.11,1231.26
3190,2024-05-14,,297.48,22489.4,3391.36
3191,2024-01-21,2024-03-09,212.23,0.0,4456.83
3192,2024-04-28,,198.71,1925.76,1253.6
3193,2024-06-29,,195.83,7863.95,3298.36
3194,2023-05-28,2023-06-07,76.93,0.0,6615.98
3195,2023-04-30,,120.79,4549.16,282.44
3196,2022-10-13,2023-04-08,271.59,0.0,7604.52
3197,2021-12-17,,258.55,7106.49,1942.76
3198,2021-02-01,,249.17,4678.49,2049.1
3199,2024-03-02,2024-10-05,155.53,0.0,3110.6
3200,2022-07-31,2023-10-28,68.23,0.0,5731.32
3201,2024-02-22,,76.88,767.91,0.89
3202,2024-07-16,,177.3,4627.15,5301.65
3203,2023-12-11,2024-01-29,242.32,0.0,11873.68
3204,2023-08-02,2023-11-24,102.72,0.0,4211.52
3205,2023-06-27,,261.99,6595.0,478.73
3206,2024-04-06,,229.38,9124.02,11520.18
3207,2021-02-28,2023-02-10,224.12,0.0,15464.28
3208,2024-01-06,,236.94,7929.66,13631.88
3209,2024-11-20,,254.09,769.74,3803.88
3210,2023-12-23,2024-12-16,144.04,0.0,1872.52
3211,2024-07-15,2024-08-02,227.27,0.0,11590.77
3212,2024-01-02,2024-04-03,109.06,0.0,8506.68
3213,2023-06-28,,51.58,73.81,4619.97
3214,2024-02-03,,121.28,758.97,1545.35
3215,2023-04-11,2023-04-12,92.56,0.0,3239.6
3216,2022-08-18,2022-09-02,98.58,0.0,1774.44
3217,2024-04-12,,58.47,3632.47,1805.24
3218,2023-12-31,,181.04,405.88,5387.4
3219,2023-05-11,2023-07-06,177.65,0.0,9770.75
3220,2024-11-23,,289.71,6121.19,8654.02
3221,2024-11-22,2025-02-12,267.25,0.0,17905.75
3222,2024-09-07,,231.89,16383.62,5414.04
3223,2023-03-25,2024-07-13,116.15,0.0,3136.05
3224,2024-08-10,,71.43,1492.26,2007.81
3225,2022-07-27,,146.24,9615.64,3692.2
3226,2025-03-13,,68.59,380.08,923.13
3227,2024-09-03,,177.94,1009.62,1125.66
3228,2023-12-22,,162.97,11383.93,23.97
3229,2021-07-28,2021-09-28,116.28,0.0,1395.36
3230,2021-08-29,2021-10-02,128.98,0.0,1031.84
3231,2023-12-03,,157.62,576.32,11718.04
3232,2022-11-01,,157.78,1363.09,845.83
3233,2022-09-23,,254.33,2374.99,422.64
3234,2024-04-02,,187.4,5149.11,98.09
3235,2024-11-07,2025-04-09,132.38,0.0,4765.68
3236,2023-03-07,,198.52,6387.2,362.48
3237,2024-05-30,,167.97,2135.48,2399.71
3238,2022-10-21,2022-11-19,55.62,0.0,4449.6
3239,2022-02-28,,218.51,5277.64,8488.49
3240,2021-12-27,,245.73,3697.17,2200.35
3241,2022-09-02,,112.57,3645.49,6598.38
3242,2023-05-22,2023-05-28,286.36,0.0,25772.4
3243,2024-02-16,,213.14,2251.6,8618.54
3244,2022-09-14,,208.35,2086.2,1664.1
3245,2022-09-24,,183.86,6088.16,530.8
3246,2024-08-09,2024-08-10,256.1,0.0,12292.8
3247,2023-05-27,,186.75,10272.25,8402.75
3248,2021-03-05,2022-10-20,261.79,0.0,23299.31
3249,2024-06-11,,201.89,2016.07,13529.46
3250,2022-11-20,,292.19,17991.29,9474.57
3251,2023-01-04,,203.64,13194.48,653.04
3252,2021-05-10,,95.2,9282.22,237.78
3253,2023-12-10,,299.76,222.57,7271.43
3254,2025-03-01,2025-03-11,199.87,0.0,2398.44
3255,2022-12-16,,169.82,3249.46,1675.32
3256,2020-10-14,,284.13,4125.94,1272.53
3257,2020-09-15,,117.1,1945.81,630.39
3258,2020-11-20,,248.01,1572.71,20500.18
3259,2021-09-17,2021-11-03,187.19,0.0,7300.41
3260,2021-05-23,,129.09,374.77,4917.92
3261,2024-12-31,,100.79,2016.73,1914.08
3262,2024-04-13,,87.37,2344.23,451.61
3263,2020-10-26,,57.52,344.55,633.29
3264,2023-06-05,2023-12-08,138.47,0.0,8169.73
