ID Caso,Horas Trabajadas,Gastos Administrativos,Otros Recursos,Monto Otros Recursos,Descripción
3202,56,147.03,"Gastos de archivo, Notificaciones, Gastos de digitalización",607.48,"Gastos de archivo: $118.18, Notificaciones: $106.7, Gastos de digitalización: $382.6"
3203,49,946.44,"Gastos de correspondencia, Tasas judiciales, Gastos de investigación, Gastos de digitalización, Gastos de mensajería",987.08,"Gastos de correspondencia: $338.77, Tasas judiciales: $183.61, Gastos de investigación: $110.99, Gastos de digitalización: $75.29, Gastos de mensajería: $278.42"
3204,41,594.51,"Peritaje, Gastos de mediación",600.42,"Peritaje: $220.35, Gastos de mediación: $380.07"
3205,27,695.75,"Peritaje, Gastos de mensajería, Gastos de mediación, Desplazamientos",1136.74,"Peritaje: $237.99, Gastos de mensajería: $497.45, Gastos de mediación: $338.91, Desplazamientos: $62.39"
3206,90,338.71,"Gastos de archivo, Desplazamientos, Notificaciones, Traducción de documentos",586.21,"Gastos de archivo: $86.26, Desplazamientos: $245.19, Notificaciones: $98.91, Traducción de documentos: $155.85"
3207,69,585.44,"Gastos de correspondencia, Desplazamientos",734.69,"Gastos de correspondencia: $412.95, Desplazamientos: $321.74"
3208,91,422.17,Desplazamientos,351.56,Desplazamientos: $351.56
3209,18,134.67,"Gastos de conciliación, Desplazamientos, Gastos de mediación, Notificaciones",1525.8,"Gastos de conciliación: $125.19, Desplazamientos: $481.92, Gastos de mediación: $481.73, Notificaciones: $436.96"
3210,13,872.01,Notificaciones,95.21,Notificaciones: $95.21
3211,51,442.86,Gastos de digitalización,306.89,Gastos de digitalización: $306.89
3212,78,339.49,"Tasas judiciales, Consultoría externa, Copias certificadas",822.5,"Tasas judiciales: $451.83, Consultoría externa: $288.35, Copias certificadas: $82.32"
3213,91,379.68,"Notificaciones, Gastos de mensajería, Gastos de mediación, Tasas judiciales, Gastos de digitalización",1647.09,"Notificaciones: $56.98, Gastos de mensajería: $383.3, Gastos de mediación: $304.89, Tasas judiciales: $435.46, Gastos de digitalización: $466.46"
3214,19,178.8,"Gastos de digitalización, Honorarios de testigos, Desplazamientos, Gastos de conciliación",1233.8799999999999,"Gastos de digitalización: $431.5, Honorarios de testigos: $90.2, Desplazamientos: $482.89, Gastos de conciliación: $229.29"
3215,35,135.87,"Gastos de correspondencia, Notificaciones, Gastos de archivo, Honorarios de testigos, Peritaje",1378.84,"Gastos de correspondencia: $101.54, Notificaciones: $354.07, Gastos de archivo: $432.69, Honorarios de testigos: $267.48, Peritaje: $223.06"
3216,18,528.38,"Honorarios de testigos, Gastos de digitalización, Gastos de conciliación, Consultoría externa",1333.1100000000001,"Honorarios de testigos: $367.88, Gastos de digitalización: $488.12, Gastos de conciliación: $256.79, Consultoría externa: $220.32"
3217,93,301.94,Gastos de mediación,101.52,Gastos de mediación: $101.52
3218,32,407.45,Gastos de archivo,58.34,Gastos de archivo: $58.34
3219,55,129.79,"Gastos de digitalización, Notificaciones, Gastos de archivo, Traducción de documentos",1052.51,"Gastos de digitalización: $320.33, Notificaciones: $159.38, Gastos de archivo: $171.98, Traducción de documentos: $400.82"
3220,51,454.21,"Notificaciones, Tasas judiciales, Copias certificadas",741.5500000000001,"Notificaciones: $99.98, Tasas judiciales: $394.24, Copias certificadas: $247.33"
3221,67,931.48,"Notificaciones, Gastos de mensajería",378.14,"Notificaciones: $98.36, Gastos de mensajería: $279.78"
3222,94,243.65,"Gastos de mensajería, Traducción de documentos, Peritaje, Gastos de digitalización, Gastos de investigación",1721.01,"Gastos de mensajería: $305.14, Traducción de documentos: $412.29, Peritaje: $311.44, Gastos de digitalización: $322.0, Gastos de investigación: $370.14"
3223,27,913.97,"Gastos de mensajería, Gastos de conciliación, Gastos de correspondencia",690.82,"Gastos de mensajería: $62.32, Gastos de conciliación: $384.04, Gastos de correspondencia: $244.46"
3224,49,541.62,"Gastos de mediación, Notificaciones",554.48,"Gastos de mediación: $110.42, Notificaciones: $444.06"
3225,91,258.87,"Desplazamientos, Traducción de documentos, Consultoría externa, Copias certificadas, Gastos de conciliación",1236.29,"Desplazamientos: $125.61, Traducción de documentos: $411.64, Consultoría externa: $201.86, Copias certificadas: $314.6, Gastos de conciliación: $182.58"
3226,19,409.66,"Gastos de mensajería, Honorarios de testigos",297.13,"Gastos de mensajería: $219.85, Honorarios de testigos: $77.28"
3227,12,827.03,Consultoría externa,236.26,Consultoría externa: $236.26
3228,70,234.6,"Gastos de correspondencia, Traducción de documentos, Copias certificadas, Honorarios de testigos",1060.06,"Gastos de correspondencia: $150.78, Traducción de documentos: $283.22, Copias certificadas: $188.12, Honorarios de testigos: $437.94"
3229,12,622.4,"Tasas judiciales, Peritaje, Gastos de mediación",759.0799999999999,"Tasas judiciales: $150.47, Peritaje: $213.72, Gastos de mediación: $394.89"
3230,8,335.6,"Gastos de mediación, Notificaciones, Gastos de conciliación, Tasas judiciales",984.66,"Gastos de mediación: $428.93, Notificaciones: $384.19, Gastos de conciliación: $120.71, Tasas judiciales: $50.83"
3231,78,262.96,"Consultoría externa, Gastos de conciliación, Gastos de digitalización, Traducción de documentos, Gastos de mediación",1341.93,"Consultoría externa: $377.82, Gastos de conciliación: $114.53, Gastos de digitalización: $88.66, Traducción de documentos: $494.86, Gastos de mediación: $266.06"
3232,14,527.54,Desplazamientos,460.06,Desplazamientos: $460.06
3233,11,285.83,"Traducción de documentos, Peritaje, Gastos de conciliación",304.89,"Traducción de documentos: $124.53, Peritaje: $122.91, Gastos de conciliación: $57.45"
3234,28,159.84,"Traducción de documentos, Gastos de mensajería, Gastos de mediación, Copias certificadas, Gastos de investigación",1295.02,"Traducción de documentos: $104.95, Gastos de mensajería: $309.73, Gastos de mediación: $291.16, Copias certificadas: $424.34, Gastos de investigación: $164.84"
3235,36,893.08,Gastos de investigación,80.84,Gastos de investigación: $80.84
3236,34,586.87,"Traducción de documentos, Copias certificadas",428.86,"Traducción de documentos: $314.66, Copias certificadas: $114.2"
3237,27,553.89,"Traducción de documentos, Copias certificadas, Gastos de mediación, Peritaje",1250.35,"Traducción de documentos: $186.19, Copias certificadas: $434.04, Gastos de mediación: $278.36, Peritaje: $351.76"
3238,80,535.72,Peritaje,383.56,Peritaje: $383.56
3239,63,516.27,"Notificaciones, Gastos de mediación, Tasas judiciales",1148.85,"Notificaciones: $444.3, Gastos de mediación: $381.71, Tasas judiciales: $322.84"
3240,24,683.81,"Gastos de archivo, Traducción de documentos, Copias certificadas, Consultoría externa, Honorarios de testigos",1756.6299999999999,"Gastos de archivo: $433.21, Traducción de documentos: $476.84, Copias certificadas: $151.6, Consultoría externa: $437.73, Honorarios de testigos: $257.25"
3241,91,327.47,Gastos de conciliación,312.09,Gastos de conciliación: $312.09
3242,90,745.91,"Copias certificadas, Gastos de mensajería",293.82,"Copias certificadas: $164.98, Gastos de mensajería: $128.84"
3243,51,645.69,Peritaje,286.48,Peritaje: $286.48
3244,18,507.81,Gastos de correspondencia,285.47,Gastos de correspondencia: $285.47
3245,36,712.41,"Gastos de digitalización, Gastos de investigación, Gastos de conciliación, Gastos de mediación, Gastos de archivo",1267.47,"Gastos de digitalización: $245.01, Gastos de investigación: $353.4, Gastos de conciliación: $228.6, Gastos de mediación: $55.0, Gastos de archivo: $385.46"
3246,48,782.7,"Tasas judiciales, Gastos de digitalización, Gastos de correspondencia",1162.44,"Tasas judiciales: $487.98, Gastos de digitalización: $198.77, Gastos de correspondencia: $475.69"
3247,100,200.77,"Consultoría externa, Copias certificadas, Honorarios de testigos, Gastos de digitalización",885.95,"Consultoría externa: $108.22, Copias certificadas: $262.21, Honorarios de testigos: $85.86, Gastos de digitalización: $429.66"
3248,89,202.76,Gastos de conciliación,242.2,Gastos de conciliación: $242.2
3249,77,179.97,"Gastos de mensajería, Gastos de conciliación, Gastos de correspondencia, Desplazamientos",1197.54,"Gastos de mensajería: $311.29, Gastos de conciliación: $493.83, Gastos de correspondencia: $90.51, Desplazamientos: $301.91"
3250,94,203.39,Desplazamientos,179.36,Desplazamientos: $179.36
3251,68,618.33,"Gastos de correspondencia, Gastos de mensajería, Honorarios de testigos",643.03,"Gastos de correspondencia: $102.2, Gastos de mensajería: $360.96, Honorarios de testigos: $179.87"
3252,100,972.78,"Traducción de documentos, Gastos de digitalización, Gastos de conciliación, Gastos de archivo",776.78,"Traducción de documentos: $56.15, Gastos de digitalización: $265.46, Gastos de conciliación: $172.25, Gastos de archivo: $282.92"
3253,25,517.64,"Gastos de mensajería, Gastos de digitalización",696.41,"Gastos de mensajería: $234.1, Gastos de digitalización: $462.31"
3254,12,793.35,"Gastos de mediación, Gastos de investigación, Gastos de conciliación, Gastos de mensajería",1141.1399999999999,"Gastos de mediación: $421.26, Gastos de investigación: $269.42, Gastos de conciliación: $139.45, Gastos de mensajería: $311.01"
3255,29,425.18,"Consultoría externa, Copias certificadas, Notificaciones, Gastos de mediación, Gastos de mensajería",1878.6200000000001,"Consultoría externa: $483.66, Copias certificadas: $198.24, Notificaciones: $321.11, Gastos de mediación: $454.22, Gastos de mensajería: $421.39"
3256,19,435.44,"Traducción de documentos, Gastos de mediación",854.1099999999999,"Traducción de documentos: $469.84, Gastos de mediación: $384.27"
3257,22,596.47,"Desplazamientos, Gastos de archivo, Copias certificadas",641.03,"Desplazamientos: $207.83, Gastos de archivo: $105.49, Copias certificadas: $327.71"
3258,89,551.84,"Tasas judiciales, Gastos de conciliación, Notificaciones, Peritaje",1588.39,"Tasas judiciales: $188.61, Gastos de conciliación: $465.79, Notificaciones: $498.72, Peritaje: $435.27"
3259,39,662.1,"Tasas judiciales, Gastos de digitalización",319.18,"Tasas judiciales: $100.01, Gastos de digitalización: $219.17"
3260,41,116.65,"Gastos de mediación, Copias certificadas, Gastos de conciliación",1101.85,"Gastos de mediación: $319.6, Copias certificadas: $497.82, Gastos de conciliación: $284.43"
3261,39,754.89,"Desplazamientos, Gastos de mensajería, Gastos de mediación, Honorarios de testigos, Gastos de digitalización",1494.74,"Desplazamientos: $468.61, Gastos de mensajería: $187.8, Gastos de mediación: $238.02, Honorarios de testigos: $282.99, Gastos de digitalización: $317.32"
3262,32,953.98,"Desplazamientos, Gastos de archivo",595.26,"Desplazamientos: $154.5, Gastos de archivo: $440.76"
3263,17,126.26,"Tasas judiciales, Notificaciones, Traducción de documentos, Gastos de investigación, Copias certificadas",1590.78,"Tasas judiciales: $305.47, Notificaciones: $377.12, Traducción de documentos: $377.98, Gastos de investigación: $464.1, Copias certificadas: $66.11"
3264,59,467.2,"Tasas judiciales, Gastos de digitalización, Notificaciones",991.29,"Tasas judiciales: $349.52, Gastos de digitalización: $291.61, Notificaciones: $350.16"
3265,74,992.58,"Traducción de documentos, Gastos de archivo, Gastos de correspondencia, Copias certificadas",1727.0,"Traducción de documentos: $474.09, Gastos de archivo: $395.77, Gastos de correspondencia: $467.06, Copias certificadas: $390.08"
3266,39,379.38,"Gastos de archivo, Honorarios de testigos, Consultoría externa, Peritaje",1355.03,"Gastos de archivo: $401.89, Honorarios de testigos: $212.56, Consultoría externa: $460.15, Peritaje: $280.43"
3267,68,806.61,"Honorarios de testigos, Peritaje",260.42,"Honorarios de testigos: $156.0, Peritaje: $104.42"
3268,63,465.76,"Traducción de documentos, Desplazamientos, Copias certificadas",815.3000000000001,"Traducción de documentos: $132.15, Desplazamientos: $492.41, Copias certificadas: $190.74"
3269,33,104.4,"Desplazamientos, Gastos de correspondencia",871.22,"Desplazamientos: $421.5, Gastos de correspondencia: $449.72"
3270,28,183.47,"Honorarios de testigos, Notificaciones",819.58,"Honorarios de testigos: $442.16, Notificaciones: $377.42"
3271,89,256.89,Traducción de documentos,433.91,Traducción de documentos: $433.91
3272,13,239.53,"Peritaje, Gastos de digitalización",448.61,"Peritaje: $365.22, Gastos de digitalización: $83.39"
3273,7,295.24,"Traducción de documentos, Gastos de mensajería, Tasas judiciales, Gastos de investigación, Gastos de archivo",1114.58,"Traducción de documentos: $238.84, Gastos de mensajería: $73.08, Tasas judiciales: $199.77, Gastos de investigación: $113.27, Gastos de archivo: $489.62"
3274,63,873.56,"Desplazamientos, Consultoría externa, Gastos de digitalización, Honorarios de testigos",1145.08,"Desplazamientos: $376.75, Consultoría externa: $138.86, Gastos de digitalización: $406.0, Honorarios de testigos: $223.47"
3275,69,969.5,"Gastos de archivo, Honorarios de testigos",594.1899999999999,"Gastos de archivo: $166.41, Honorarios de testigos: $427.78"
3276,31,106.21,Peritaje,150.23,Peritaje: $150.23
3277,53,322.71,"Copias certificadas, Gastos de mensajería",628.36,"Copias certificadas: $498.89, Gastos de mensajería: $129.47"
3278,10,633.68,"Gastos de investigación, Consultoría externa",825.04,"Gastos de investigación: $413.35, Consultoría externa: $411.69"
3279,5,750.24,"Gastos de archivo, Honorarios de testigos",380.03999999999996,"Gastos de archivo: $110.39, Honorarios de testigos: $269.65"
3280,68,505.53,"Traducción de documentos, Gastos de mensajería, Desplazamientos",971.47,"Traducción de documentos: $206.58, Gastos de mensajería: $421.79, Desplazamientos: $343.1"
3281,85,510.35,"Gastos de conciliación, Gastos de mediación, Copias certificadas",996.25,"Gastos de conciliación: $338.11, Gastos de mediación: $263.68, Copias certificadas: $394.46"
3282,37,766.43,"Gastos de digitalización, Honorarios de testigos",376.41999999999996,"Gastos de digitalización: $208.19, Honorarios de testigos: $168.23"
3283,92,804.05,"Tasas judiciales, Gastos de conciliación, Desplazamientos",568.66,"Tasas judiciales: $224.15, Gastos de conciliación: $75.38, Desplazamientos: $269.13"
3284,78,197.08,Gastos de investigación,119.36,Gastos de investigación: $119.36
3285,76,186.92,Honorarios de testigos,95.55,Honorarios de testigos: $95.55
3286,52,401.64,"Peritaje, Gastos de correspondencia, Gastos de mensajería",1389.25,"Peritaje: $479.14, Gastos de correspondencia: $498.79, Gastos de mensajería: $411.32"
3287,37,730.94,"Gastos de mensajería, Gastos de investigación, Gastos de correspondencia",730.17,"Gastos de mensajería: $318.89, Gastos de investigación: $191.25, Gastos de correspondencia: $220.03"
3288,64,985.25,"Honorarios de testigos, Desplazamientos, Gastos de conciliación",298.35,"Honorarios de testigos: $79.92, Desplazamientos: $160.66, Gastos de conciliación: $57.77"
3289,46,120.92,"Peritaje, Gastos de mensajería, Gastos de correspondencia, Gastos de investigación, Traducción de documentos",1147.11,"Peritaje: $210.79, Gastos de mensajería: $267.23, Gastos de correspondencia: $124.25, Gastos de investigación: $373.2, Traducción de documentos: $171.64"
3290,18,931.76,"Notificaciones, Gastos de conciliación, Gastos de correspondencia, Peritaje",655.88,"Notificaciones: $316.44, Gastos de conciliación: $150.11, Gastos de correspondencia: $128.33, Peritaje: $61.0"
3291,15,501.31,"Consultoría externa, Gastos de investigación, Honorarios de testigos, Tasas judiciales, Gastos de mediación",1329.91,"Consultoría externa: $377.36, Gastos de investigación: $263.59, Honorarios de testigos: $179.97, Tasas judiciales: $351.24, Gastos de mediación: $157.75"
3292,96,761.96,"Honorarios de testigos, Tasas judiciales",240.17000000000002,"Honorarios de testigos: $94.8, Tasas judiciales: $145.37"
3293,64,246.75,"Consultoría externa, Gastos de digitalización, Gastos de archivo, Honorarios de testigos",1399.83,"Consultoría externa: $143.99, Gastos de digitalización: $440.14, Gastos de archivo: $357.23, Honorarios de testigos: $458.47"
3294,36,194.84,"Honorarios de testigos, Gastos de investigación, Gastos de mediación",723.25,"Honorarios de testigos: $328.27, Gastos de investigación: $203.26, Gastos de mediación: $191.72"
3295,58,543.77,Gastos de mensajería,157.96,Gastos de mensajería: $157.96
3296,35,238.79,"Consultoría externa, Gastos de mensajería, Gastos de correspondencia, Desplazamientos, Peritaje",1172.85,"Consultoría externa: $241.78, Gastos de mensajería: $168.41, Gastos de correspondencia: $103.48, Desplazamientos: $474.07, Peritaje: $185.11"
3297,93,443.53,Gastos de archivo,440.01,Gastos de archivo: $440.01
3298,68,961.42,"Gastos de mediación, Tasas judiciales, Gastos de archivo",933.08,"Gastos de mediación: $357.31, Tasas judiciales: $95.41, Gastos de archivo: $480.36"
3299,5,412.49,"Gastos de archivo, Honorarios de testigos",483.79999999999995,"Gastos de archivo: $284.26, Honorarios de testigos: $199.54"
3300,95,141.32,"Gastos de correspondencia, Gastos de archivo",382.56,"Gastos de correspondencia: $225.04, Gastos de archivo: $157.52"
3301,37,841.7,"Gastos de correspondencia, Peritaje, Gastos de archivo, Consultoría externa, Honorarios de testigos",1261.27,"Gastos de correspondencia: $476.23, Peritaje: $228.37, Gastos de archivo: $155.94, Consultoría externa: $190.78, Honorarios de testigos: $209.95"
3302,44,708.9,"Tasas judiciales, Honorarios de testigos",548.76,"Tasas judiciales: $213.25, Honorarios de testigos: $335.51"
3303,40,192.36,"Honorarios de testigos, Peritaje, Copias certificadas, Gastos de investigación, Gastos de conciliación",1001.5699999999999,"Honorarios de testigos: $242.52, Peritaje: $160.09, Copias certificadas: $294.77, Gastos de investigación: $184.62, Gastos de conciliación: $119.57"
3304,49,668.25,"Gastos de conciliación, Gastos de archivo, Consultoría externa",874.95,"Gastos de conciliación: $68.53, Gastos de archivo: $332.05, Consultoría externa: $474.37"
3305,55,880.21,"Copias certificadas, Gastos de mensajería, Gastos de investigación",610.43,"Copias certificadas: $310.82, Gastos de mensajería: $59.27, Gastos de investigación: $240.34"
3306,30,543.68,"Gastos de archivo, Traducción de documentos, Desplazamientos",677.52,"Gastos de archivo: $219.18, Traducción de documentos: $74.24, Desplazamientos: $384.1"
3307,97,988.75,"Peritaje, Gastos de mensajería, Honorarios de testigos, Gastos de conciliación, Gastos de investigación",790.4,"Peritaje: $183.1, Gastos de mensajería: $237.32, Honorarios de testigos: $133.78, Gastos de conciliación: $149.92, Gastos de investigación: $86.28"
3308,32,166.97,Gastos de mediación,119.99,Gastos de mediación: $119.99
3309,20,136.62,Gastos de investigación,483.9,Gastos de investigación: $483.9
3310,65,123.49,"Gastos de correspondencia, Gastos de mediación",947.03,"Gastos de correspondencia: $485.07, Gastos de mediación: $461.96"
3311,62,507.6,"Gastos de conciliación, Consultoría externa, Gastos de archivo, Gastos de digitalización",1029.49,"Gastos de conciliación: $92.33, Consultoría externa: $307.11, Gastos de archivo: $231.33, Gastos de digitalización: $398.72"
3312,58,388.4,"Desplazamientos, Consultoría externa, Gastos de investigación, Gastos de digitalización",552.33,"Desplazamientos: $184.26, Consultoría externa: $139.97, Gastos de investigación: $138.31, Gastos de digitalización: $89.79"
3313,32,423.94,"Traducción de documentos, Gastos de investigación, Notificaciones, Tasas judiciales, Gastos de conciliación",1399.13,"Traducción de documentos: $404.82, Gastos de investigación: $322.86, Notificaciones: $70.07, Tasas judiciales: $430.13, Gastos de conciliación: $171.25"
3314,81,633.29,"Gastos de archivo, Consultoría externa, Gastos de correspondencia, Gastos de digitalización",973.44,"Gastos de archivo: $169.34, Consultoría externa: $345.39, Gastos de correspondencia: $281.86, Gastos de digitalización: $176.85"
3315,67,699.54,"Gastos de mediación, Consultoría externa, Peritaje",948.67,"Gastos de mediación: $90.66, Consultoría externa: $461.23, Peritaje: $396.78"
3316,41,222.13,"Desplazamientos, Notificaciones, Peritaje, Gastos de conciliación, Copias certificadas",880.76,"Desplazamientos: $132.12, Notificaciones: $151.09, Peritaje: $123.08, Gastos de conciliación: $100.24, Copias certificadas: $374.23"
3317,56,419.36,Tasas judiciales,153.1,Tasas judiciales: $153.1
3318,51,863.48,"Traducción de documentos, Gastos de investigación, Consultoría externa",912.66,"Traducción de documentos: $91.39, Gastos de investigación: $366.83, Consultoría externa: $454.44"
3319,16,844.51,"Gastos de conciliación, Desplazamientos, Notificaciones, Gastos de mensajería",1055.65,"Gastos de conciliación: $187.56, Desplazamientos: $235.35, Notificaciones: $264.86, Gastos de mensajería: $367.88"
3320,94,668.51,Consultoría externa,68.12,Consultoría externa: $68.12
3321,55,339.32,"Traducción de documentos, Copias certificadas, Honorarios de testigos, Gastos de investigación, Gastos de archivo",1984.8799999999999,"Traducción de documentos: $264.45, Copias certificadas: $430.15, Honorarios de testigos: $498.81, Gastos de investigación: $316.69, Gastos de archivo: $474.78"
3322,67,163.16,"Traducción de documentos, Tasas judiciales",582.63,"Traducción de documentos: $269.75, Tasas judiciales: $312.88"
3323,34,331.61,"Desplazamientos, Honorarios de testigos, Gastos de correspondencia",433.63,"Desplazamientos: $150.8, Honorarios de testigos: $143.77, Gastos de correspondencia: $139.06"
3324,74,783.97,Gastos de archivo,77.24,Gastos de archivo: $77.24
3325,8,823.24,"Gastos de mensajería, Notificaciones",465.54,"Gastos de mensajería: $59.98, Notificaciones: $405.56"
3326,53,991.65,Desplazamientos,482.68,Desplazamientos: $482.68
3327,90,257.18,"Consultoría externa, Tasas judiciales, Gastos de mensajería, Gastos de conciliación",760.12,"Consultoría externa: $100.03, Tasas judiciales: $108.2, Gastos de mensajería: $276.32, Gastos de conciliación: $275.57"
3328,99,897.88,"Gastos de mensajería, Gastos de conciliación, Gastos de investigación, Notificaciones",966.4200000000001,"Gastos de mensajería: $85.0, Gastos de conciliación: $369.41, Gastos de investigación: $165.29, Notificaciones: $346.72"
3329,65,629.36,"Gastos de digitalización, Gastos de investigación, Traducción de documentos, Copias certificadas, Desplazamientos",1315.01,"Gastos de digitalización: $265.95, Gastos de investigación: $246.5, Traducción de documentos: $333.76, Copias certificadas: $286.23, Desplazamientos: $182.57"
3330,85,634.99,"Gastos de archivo, Gastos de investigación, Traducción de documentos, Gastos de digitalización, Notificaciones",1336.1299999999999,"Gastos de archivo: $222.73, Gastos de investigación: $155.98, Traducción de documentos: $289.0, Gastos de digitalización: $415.28, Notificaciones: $253.14"
3331,49,141.37,"Peritaje, Gastos de archivo, Tasas judiciales",689.99,"Peritaje: $157.66, Gastos de archivo: $394.26, Tasas judiciales: $138.07"
3332,66,698.72,"Notificaciones, Gastos de mediación, Gastos de mensajería, Gastos de correspondencia, Gastos de archivo",1388.63,"Notificaciones: $295.99, Gastos de mediación: $387.25, Gastos de mensajería: $273.3, Gastos de correspondencia: $181.48, Gastos de archivo: $250.61"
3333,44,404.43,"Gastos de correspondencia, Copias certificadas, Gastos de conciliación, Gastos de investigación",760.9100000000001,"Gastos de correspondencia: $182.55, Copias certificadas: $167.4, Gastos de conciliación: $165.87, Gastos de investigación: $245.09"
3334,17,853.71,Gastos de conciliación,217.55,Gastos de conciliación: $217.55
3335,85,275.87,"Gastos de correspondencia, Gastos de conciliación, Gastos de archivo",585.69,"Gastos de correspondencia: $209.93, Gastos de conciliación: $293.24, Gastos de archivo: $82.52"
3336,98,191.01,"Desplazamientos, Peritaje, Consultoría externa, Gastos de investigación",1015.67,"Desplazamientos: $298.7, Peritaje: $127.88, Consultoría externa: $116.66, Gastos de investigación: $472.43"
3337,79,816.12,"Notificaciones, Honorarios de testigos",682.96,"Notificaciones: $374.04, Honorarios de testigos: $308.92"
3338,7,293.13,"Desplazamientos, Consultoría externa, Gastos de investigación, Traducción de documentos",979.3100000000001,"Desplazamientos: $75.17, Consultoría externa: $424.92, Gastos de investigación: $88.98, Traducción de documentos: $390.24"
3339,65,494.41,"Copias certificadas, Peritaje, Consultoría externa, Traducción de documentos",1080.88,"Copias certificadas: $181.64, Peritaje: $174.83, Consultoría externa: $476.89, Traducción de documentos: $247.52"
3340,48,781.91,"Gastos de digitalización, Gastos de investigación, Traducción de documentos",1224.4,"Gastos de digitalización: $499.46, Gastos de investigación: $248.72, Traducción de documentos: $476.22"
3341,13,434.41,"Honorarios de testigos, Gastos de mediación, Gastos de mensajería, Consultoría externa",1241.08,"Honorarios de testigos: $255.0, Gastos de mediación: $215.99, Gastos de mensajería: $288.81, Consultoría externa: $481.28"
3342,58,601.95,"Honorarios de testigos, Gastos de investigación, Gastos de digitalización",988.85,"Honorarios de testigos: $467.77, Gastos de investigación: $405.81, Gastos de digitalización: $115.27"
3343,14,183.74,"Desplazamientos, Peritaje",716.87,"Desplazamientos: $450.79, Peritaje: $266.08"
3344,25,815.53,"Gastos de digitalización, Gastos de investigación",589.74,"Gastos de digitalización: $106.48, Gastos de investigación: $483.26"
3345,47,825.26,Gastos de archivo,232.45,Gastos de archivo: $232.45
3346,41,803.65,Consultoría externa,347.82,Consultoría externa: $347.82
3347,6,302.27,Consultoría externa,196.32,Consultoría externa: $196.32
3348,6,666.5,"Gastos de mensajería, Gastos de conciliación, Notificaciones, Peritaje, Tasas judiciales",1112.39,"Gastos de mensajería: $392.42, Gastos de conciliación: $229.04, Notificaciones: $98.16, Peritaje: $325.99, Tasas judiciales: $66.78"
3349,74,978.83,"Honorarios de testigos, Gastos de mediación, Gastos de archivo, Gastos de digitalización",756.21,"Honorarios de testigos: $85.89, Gastos de mediación: $95.32, Gastos de archivo: $300.19, Gastos de digitalización: $274.81"
3350,71,334.83,Honorarios de testigos,251.45,Honorarios de testigos: $251.45
3351,92,543.04,"Traducción de documentos, Desplazamientos, Honorarios de testigos, Gastos de digitalización",1146.68,"Traducción de documentos: $262.45, Desplazamientos: $353.98, Honorarios de testigos: $286.68, Gastos de digitalización: $243.57"
3352,73,994.24,"Traducción de documentos, Gastos de mediación, Desplazamientos",842.49,"Traducción de documentos: $297.69, Gastos de mediación: $60.4, Desplazamientos: $484.4"
3353,23,699.83,"Honorarios de testigos, Tasas judiciales, Gastos de archivo, Gastos de mensajería, Peritaje",1538.43,"Honorarios de testigos: $79.69, Tasas judiciales: $437.59, Gastos de archivo: $476.56, Gastos de mensajería: $179.8, Peritaje: $364.79"
3354,56,862.77,"Gastos de conciliación, Gastos de archivo, Consultoría externa, Honorarios de testigos, Traducción de documentos",1111.25,"Gastos de conciliación: $97.56, Gastos de archivo: $298.9, Consultoría externa: $91.01, Honorarios de testigos: $221.23, Traducción de documentos: $402.55"
3355,73,905.85,"Consultoría externa, Peritaje, Gastos de correspondencia",664.7,"Consultoría externa: $398.6, Peritaje: $102.53, Gastos de correspondencia: $163.57"
3356,62,121.86,"Tasas judiciales, Gastos de investigación, Traducción de documentos",776.8199999999999,"Tasas judiciales: $363.12, Gastos de investigación: $221.29, Traducción de documentos: $192.41"
3357,30,444.36,"Notificaciones, Gastos de investigación, Desplazamientos",1028.55,"Notificaciones: $302.08, Gastos de investigación: $325.86, Desplazamientos: $400.61"
3358,64,517.58,"Gastos de digitalización, Gastos de investigación",754.01,"Gastos de digitalización: $335.41, Gastos de investigación: $418.6"
3359,59,947.74,"Honorarios de testigos, Traducción de documentos, Gastos de investigación",943.22,"Honorarios de testigos: $115.63, Traducción de documentos: $379.55, Gastos de investigación: $448.04"
3360,71,347.46,"Gastos de archivo, Gastos de investigación, Copias certificadas, Peritaje, Gastos de conciliación",1774.06,"Gastos de archivo: $291.76, Gastos de investigación: $455.99, Copias certificadas: $378.71, Peritaje: $226.61, Gastos de conciliación: $420.99"
3361,94,244.42,"Gastos de mediación, Desplazamientos",418.36,"Gastos de mediación: $114.9, Desplazamientos: $303.46"
3362,77,594.79,"Copias certificadas, Tasas judiciales, Desplazamientos",937.37,"Copias certificadas: $125.67, Tasas judiciales: $435.78, Desplazamientos: $375.92"
3363,28,346.77,"Notificaciones, Tasas judiciales, Gastos de conciliación, Gastos de correspondencia",921.36,"Notificaciones: $408.8, Tasas judiciales: $68.08, Gastos de conciliación: $228.61, Gastos de correspondencia: $215.87"
3364,6,720.1,"Tasas judiciales, Copias certificadas, Peritaje, Gastos de digitalización, Gastos de correspondencia",1376.6,"Tasas judiciales: $195.64, Copias certificadas: $158.79, Peritaje: $398.88, Gastos de digitalización: $218.52, Gastos de correspondencia: $404.77"
3365,69,146.43,"Copias certificadas, Peritaje, Gastos de mediación, Desplazamientos, Consultoría externa",1905.51,"Copias certificadas: $419.21, Peritaje: $303.65, Gastos de mediación: $282.34, Desplazamientos: $434.89, Consultoría externa: $465.42"
